BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
717200000122846,717200000122846,Monnikendijk,Monnikendijk,4354AZ,4354BA,2,2,,,,,Vrouwenpolder,Vrouwenpolder,402695.5531291465,6723894.430386495
717200000123574,717200000123574,Noordweg,Noordweg,4361XX,4361JN,21,21,,,,,Westkapelle,Westkapelle,384154.94712890196,6716607.677400436
717200000121130,717200000121130,Korte Wegeling,Korte Wegeling,4361SK,4361SG,11,11,,,,,Westkapelle,Westkapelle,383700.45860244305,6716934.167938666
717200000118811,717200000118811,Geschieresweg,Geschieresweg,4363AT,4363NP,6,6,A,A,,,Aagtekerke,Aagtekerke,388367.04731985455,6715339.09752489
717200000123561,717200000123561,Noordweg,Noordweg,4361XX,4361JN,15,15,,,,,Westkapelle,Westkapelle,383962.0630041112,6716526.541343724
717200000119874,717200000119874,Joossesweg,Joossesweg,4361HJ,4361KJ,85,85,,,,,Westkapelle,Westkapelle,384586.7531129682,6713031.221599424
717200000121126,717200000121126,Korte Wegeling,Korte Wegeling,4361SK,4361SG,3,3,,,,,Westkapelle,Westkapelle,383621.202254112,6717072.153475611
717200000123534,717200000123534,Noordweg,Noordweg,4361XX,4361JN,5,5,,,,,Westkapelle,Westkapelle,383703.53125893616,6716386.346301815
717200000119756,717200000119756,Jhr. de Casembrootplein,Jhr. de Casembrootplein,4357NL,4357NK,11,11,,,,,Domburg,Domburg,390394.8231882024,6721562.8637281675
717200000115943,717200000115943,de Baan,de Baan,4361KA,4361AN,2,2,,,,,Westkapelle,Westkapelle,383234.28966199275,6715080.419794277
717200000119876,717200000119876,Joossesweg,Joossesweg,4361HJ,4361KJ,87,87,,,,,Westkapelle,Westkapelle,384500.5315042446,6713016.061829826
717200000123552,717200000123552,Noordweg,Noordweg,4361XX,4361JN,11,11,,,,,Westkapelle,Westkapelle,383922.2246922535,6716494.685604497
717200000120761,717200000120761,Kloosterweg,Kloosterweg,4365NP,4365NP,8,10,,,,,Meliskerke,Meliskerke,392704.1286987527,6715313.73936854
717200000127484,717200000127484,van Strijenstraat,Braamhof,4371CK,,1,1,F,F,,,Koudekerke,Koudekerke,395878.3779394703,6706382.6264673695
717200000121127,717200000121127,Korte Wegeling,Korte Wegeling,4361SK,4361SG,5,5,,,,,Westkapelle,Westkapelle,383632.800614018,6717035.210870589
717200000120760,717200000120760,Kloosterweg,Kloosterweg,4363SC,4363SC,6,8,,,,,Aagtekerke,Aagtekerke,392322.78788236005,6716577.630264878
717200000117798,717200000117798,Duinweg,Meester Schoenmakerpad,4374EG,4374DH,40,1,,,,,Zoutelande,Zoutelande,388627.83778363385,6709929.706562624
717200000125731,717200000125731,Schoolstraat,Schoolstraat,4363AE,4363AD,9,9,A,A,,,Aagtekerke,Aagtekerke,390715.12155710533,6718417.590295874
717200000121128,717200000121128,Korte Wegeling,Korte Wegeling,4361SK,4361SG,7,7,,,,,Westkapelle,Westkapelle,383665.4023237677,6716999.054720811
717200000119881,717200000119881,Joossesweg,Joossesweg,4361HJ,4361KJ,93,93,,,,,Westkapelle,Westkapelle,384663.1140781071,6712994.652432965
717200000121129,717200000121129,Korte Wegeling,Korte Wegeling,4361SK,4361SG,9,9,,,,,Westkapelle,Westkapelle,383678.63387799845,6716960.250846911
717200000125731,717200000125731,Schoolstraat,Schoolstraat,4363AE,4363AD,9,9,A,A,,,Aagtekerke,Aagtekerke,390715.12155710533,6718417.590295874
