BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
85200000791943,'t Oost,8431LG,37,,BDG,Oosterwolde,Niet gevonden
85200000791896,Riemsoord,8426ED,65,,,Appelscha,Niet gevonden
85200000791944,Balkweg,8435VP,3,,BDG,Donkerbroek,Niet gevonden
85200000791945,Bercoperweg,8423TT,60,,TR01,Makkinga,Niet gevonden
85200000791897,Boerestreek,8426BP,12,,MUZK,Appelscha,Niet gevonden
85200000792000,Brink,8423TE,6,,,Makkinga,085200000792085
85200000791947,Brink,8423TE,11,,SCH,Makkinga,Niet gevonden
85200000791948,Buterheideveld,8423TA,18,,LGS,Makkinga,Niet gevonden
85200000791949,De Bult,8426SK,6,,BDG,Appelscha,Niet gevonden
85200000791900,De Logten,8431KR,17,,VEE,Oosterwolde,Niet gevonden
85200000791901,Dertien Aprilstraat,8431GE,1,,LDS,Oosterwolde,Niet gevonden
85200000792002,Drentseweg,8426ES,34,,TR01,Appelscha,Niet gevonden
85200000791903,Drie Stellingenweg,8431GN,45,A,,Oosterwolde,085200000792385
85200000791951,Duistereweg,8431VV,22,,,Oosterwolde,Niet gevonden
85200000791952,Egypte,8422DR,8,,BDG,Nijeberkoop,Niet gevonden
85200000791904,Eikenhorst,8424ST,12,A,TR01,Elsloo,Niet gevonden
85200000791953,Fruitier de Talmaweg,8435WE,6,B,,Donkerbroek,Niet gevonden
85200000791954,Herenweg,8435WR,83,A,LWHS,Donkerbroek,Niet gevonden
85200000791959,Industrieweg,8426AB,16,A,ROIZ,Appelscha,Niet gevonden
85200000791911,Kerkstraat,8433LJ,32,A,,Haulerwijk,Niet gevonden
85200000791986,Kerkstraat,8433LJ,26,A,,Haulerwijk,Niet gevonden
85200000791912,Leidijk,8434NC,30,,TR01,Waskemeer,Niet gevonden
85200000791955,Lyclamaweg,8423TD,48,,LWHS,Makkinga,Niet gevonden
85200000791913,Molenweg,8431HS,61,,TR01,Oosterwolde,Niet gevonden
85200000791914,Moskoureed,8435TH,1,,BERG,Donkerbroek,Niet gevonden
85200000791957,Nanningaweg,8431AC,47,A,BDR,Oosterwolde,Niet gevonden
85200000791918,Oosterwoldseweg,8433PS,5,,,Haulerwijk,Niet gevonden
85200000791919,Oosterwoldseweg,8421RR,21,A,,Oldeberkoop,Niet gevonden
85200000791924,Schuinpad,8421RB,17,A,,Oldeberkoop,Niet gevonden
85200000791926,Stationsplein,8431EZ,2,B,,Oosterwolde,Niet gevonden
85200000791927,Stellingenweg,8421DA,1,A,,Oldeberkoop,Niet gevonden
85200000791928,Tilgrupsweg,8426SN,2,A,,Appelscha,Niet gevonden
85200000791963,Venekoterweg,8431HG,9,,BDG,Oosterwolde,Niet gevonden
85200000791962,Venekoten,8431SP,16,A,BDG,Oosterwolde,Niet gevonden
85200000791964,Weemeweg,8431LV,14,A,,Oosterwolde,Niet gevonden
85200000791967,Zuideinde,8428HE,4,,BDG,Fochteloo,Niet gevonden
85200000791968,Zuideinde,8428HG,48,,BDG,Fochteloo,Niet gevonden
85200000791969,Ploeggang,8431NE,7,,,Oosterwolde,Niet gevonden
85200000791970,Schapendrift,8435WK,6,B,,Donkerbroek,Niet gevonden
85200000791971,Weperpolder,8431RM,25,A,,Oosterwolde,Niet gevonden
85200000791972,Breebergweg,8434NB,24,,BDG,Waskemeer,Niet gevonden
85200000792016,Fruitier de Talmaweg,8435WE,15,A,,Donkerbroek,Niet gevonden
85200000791973,Venekoterweg,8431HH,38,A,BDG,Oosterwolde,Niet gevonden
85200000791936,Klokhuisdijk,8525SL,4,,KLST,Langedijke,Niet gevonden
85200000791988,Lyclamaweg,8423TC,15,B,,Makkinga,Niet gevonden
85200000791937,Bovenweg,8422DH,30,A,,Nijeberkoop,Niet gevonden
85200000791974,Singel,8421PC,8,A,,Oldeberkoop,Niet gevonden
85200000791975,Compagnonsweg,8427RH,45,A,,Ravenswoud,Niet gevonden
85200000791989,Haulerdiek,8432PP,2,A,,Haule,Niet gevonden
85200000791976,Buterheideveld,8423TB,19,A,BDG,Makkinga,Niet gevonden
85200000791938,Stokdijk,8425SN,8,,TR01,Langedijke,Niet gevonden
85200000791939,Bovenweg,8421DC,63,A,,Oldeberkoop,Niet gevonden
85200000791977,Boskamp,8431PS,1,A,,Oosterwolde,Niet gevonden
85200000791940,Beatrixoord,8426GM,1,A,GSM,Appelscha,Niet gevonden
85200000791990,Geert Wolter Smitweg,8435WG,7,,TR01,Donkerbroek,Niet gevonden
85200000791991,Kuinderweg,8423VB,3,B,,Makkinga,Niet gevonden
85200000791979,Fruitier de Talmaweg,8435WE,15,D,,Donkerbroek,Niet gevonden
85200000791981,Pastoorslaantje,8421PD,1,A,,Oldeberkoop,Niet gevonden
85200000791982,Veengang,8431NJ,8,A,,Oosterwolde,Niet gevonden
85200000791983,Rijweg,8431KP,100,A,,Oosterwolde,Niet gevonden
85200000791856,Heerenveenseweg,8421PJ,3,,DLS,Oldeberkoop,Niet gevonden
85200000791855,Heerenveenseweg,8421PJ,3,,DEEL,Oldeberkoop,Niet gevonden
85200000791857,Heerenveenseweg,8421PJ,3,,SPOR,Oldeberkoop,Niet gevonden
85200000791992,Peelrug,8435TK,8,,TR01,Donkerbroek,Niet gevonden
85200000791993,Peelrug,8435TK,6,,TR01,Donkerbroek,Niet gevonden
85200000791994,Kapelweg,8435TJ,7,,TR01,Donkerbroek,Niet gevonden
85200000791984,Nijesteegde,8426GV,49,,TR01,Appelscha,Niet gevonden
85200000791997,Koelandsweg,8435VX,8,,TR01,Donkerbroek,Niet gevonden
85200000791998,Kloosterweg,8435WZ,2,,TR01,Donkerbroek,Niet gevonden
85200000791788,Willemstad,8426HA,15,,TR01,Appelscha,Niet gevonden
85200000791985,Hoofdweg,8424PN,56,,TR01,Elsloo,Niet gevonden
85200000791756,Egypte,8422DR,8,,TR01,Nijeberkoop,Niet gevonden
85200000791995,Donkereweg,8424SN,4,A,TR01,Elsloo,Niet gevonden
85200000791757,Zuideinde,8428HD,47,,TR01,Fochteloo,Niet gevonden
85200000791996,Hanestreek,8435VW,8,,TR01,Donkerbroek,Niet gevonden
85200000791789,Zuideinde,8428HD,53,,TR01,Fochteloo,Niet gevonden
85200000791758,Veneburen,8423VH,25,,TR01,Makkinga,Niet gevonden
85200000791759,Middelburen,8423VE,7,,TR01,Makkinga,Niet gevonden
85200000791760,De Harken,8423VL,4,,TR01,Makkinga,Niet gevonden
85200000791762,Dorpsstraat,8432PL,69,,TR01,Haule,Niet gevonden
85200000791770,Klokhuisdijk,8425SL,26,,TR01,Langedijke,Niet gevonden
85200000791763,Rendijk,8433PX,5,,TR01,Haulerwijk,Niet gevonden
85200000791761,Rendijk,8433PX,6,,TR01,Haulerwijk,Niet gevonden
85200000791744,Jardinga,8431RE,6,,TR01,Oosterwolde,Niet gevonden
85200000791764,Stellingenweg,8421DA,3,,TR01,Oldeberkoop,Niet gevonden
85200000791765,Noordwolderweg,8421SB,4,,TR01,Oldeberkoop,Niet gevonden
85200000791766,Heerenveenseweg,8421PJ,5,,TR01,Oldeberkoop,Niet gevonden
85200000791771,Abbendijk,8422DL,7,,TR01,Nijeberkoop,Niet gevonden
85200000791767,Middelburen,8423VE,4,,TR01,Makkinga,Niet gevonden
85200000791769,Bentemaden,8431RB,5,,TR01,Oosterwolde,Niet gevonden
85200000791772,Wijkweg,8434PG,4,,TR01,Waskemeer,Niet gevonden
85200000791775,De Weeme,8421DB,1,A,FTST,Oldeberkoop,Niet gevonden
85200000791774,Oosterbrink,8431RA,2,,TR01,Oosterwolde,Niet gevonden
85200000791866,Oosterhuisweg,8423TG,1,A,AULA,Makkinga,Niet gevonden
85200000791790,Wolvegasterweg,8421PS,49,,BDG,Oldeberkoop,Niet gevonden
85200000791867,Norgerweg,8433LL,7,B,,Haulerwijk,Niet gevonden
85200000791868,Norgerweg,8433LL,6,A,,Haulerwijk,Niet gevonden
85200000791869,Norgerweg,8433LL,6,B,,Haulerwijk,Niet gevonden
85200000791870,Kruisweg,8432PS,36,A,,Haule,Niet gevonden
85200000791871,Kruisweg,8432PS,36,B,,Haule,Niet gevonden
85200000791865,Meester van Hasseltweg,8434NT,8,A,,Waskemeer,Niet gevonden
85200000791872,Herenweg,8435WN,19,A,,Donkerbroek,Niet gevonden
85200000791873,Buurstede,8431NB,2,A,,Oosterwolde,Niet gevonden
85200000791791,Leeksterweg,8433KV,15,,BDG,Haulerwijk,Niet gevonden
85200000791792,Leeksterweg,8433KV,15,B,,Haulerwijk,Niet gevonden
85200000791874,Norgerweg,8433LS,103,A,,Haulerwijk,Niet gevonden
85200000791793,West,8428HK,5,,TR01,Fochteloo,Niet gevonden
85200000791875,Oosterwoldseweg,8421RN,72,,GSM,Oldeberkoop,Niet gevonden
85200000791876,De Hegen,8431JR,60,A,,Oosterwolde,Niet gevonden
85200000791877,Leeksterweg,8433KW,37,B,,Haulerwijk,Niet gevonden
85200000791878,Slotemaker de Bruineweg,8433MD,34,A,,Haulerwijk,Niet gevonden
85200000791796,Boskamp,8431PS,7,A,,Oosterwolde,Niet gevonden
85200000791797,Compagnonsweg,8434NV,4,A,,Waskemeer,Niet gevonden
85200000791880,Waardeel,8431NC,7,,,Oosterwolde,Niet gevonden
85200000791799,Drie Stellingenweg,8431GN,45,B,,Oosterwolde,Niet gevonden
85200000791800,Drie Stellingenweg,8431GN,45,C,,Oosterwolde,Niet gevonden
85200000791881,Drentseweg,8426EN,39,C,,Appelscha,Niet gevonden
85200000791798,Weperpolder,8431RM,20,A,,Oosterwolde,Niet gevonden
85200000791879,Turfsteker,8433HT,9,A,GSM,Haulerwijk,Niet gevonden
85200000791882,Molenhoek,8421PH,4,A,,Oldeberkoop,Niet gevonden
85200000791884,Jan Frankensingel,8431AH,26,F,,Oosterwolde,Niet gevonden
85200000791802,Stationsstraat,8431EV,24,A,,Oosterwolde,Niet gevonden
85200000791803,Schapendrift,8435WK,28,E,,Donkerbroek,Niet gevonden
85200000791804,Herenweg,8435WZ,118,A,GAS,Donkerbroek,Niet gevonden
85200000791885,Stipeplein,8431WE,1,B,,Oosterwolde,Niet gevonden
85200000791801,Wolvegasterweg,8421PN,40,A,,Oldeberkoop,Niet gevonden
85200000791806,Bercoperweg,8423TS,54,A,,Makkinga,Niet gevonden
85200000791807,Meester Lokstraat,8427RC,6,A,,Ravenswoud,Niet gevonden
85200000791811,Turfsteker,8433HT,43,,GAS,Haulerwijk,Niet gevonden
85200000791812,Terwisscha,8426SJ,7,B,,Appelscha,Niet gevonden
85200000791813,Mr Bergsmastraat,8423TH,35,B,,Makkinga,Niet gevonden
85200000791810,Compagnonsweg,8434NW,26,A,,Waskemeer,Niet gevonden
85200000791814,Wester Es,8426BL,50,A,,Appelscha,Niet gevonden
85200000791816,van Emstplein,8426BX,4,A,,Appelscha,Niet gevonden
85200000791817,Boerestreek,8426BP,12,B,,Appelscha,Niet gevonden
85200000791818,Dorpsstraat,8432PD,48,,,Haule,Niet gevonden
85200000791821,Slotemaker de Bruineweg,8433ME,64,A,,Haulerwijk,Niet gevonden
85200000791822,Oosterwoldseweg,8433PS,19,A,,Haulerwijk,Niet gevonden
85200000791824,Herenweg,8435WV,46,,PIN,Donkerbroek,Niet gevonden
85200000791825,Herenweg,8435WV,46,,PRAK,Donkerbroek,Niet gevonden
85200000791827,Weperpolder,8431RK,10,A,,Oosterwolde,Niet gevonden
85200000791854,Heerenveenseweg,8421PJ,3,B,BDG,Oldeberkoop,Niet gevonden
85200000791828,Muldersweg,8426SG,3,,TR01,Appelscha,Niet gevonden
85200000791829,Zwetteweg,8432PN,31,A,,Haule,Niet gevonden
85200000791830,Dorpsstraat,8432PC,10,A,,Haule,Niet gevonden
85200000791849,Hanestreek,8435VW,8,,1,Donkerbroek,Niet gevonden
85200000791850,Hanestreek,8435VW,8,,2,Donkerbroek,Niet gevonden
85200000791851,Hanestreek,8435VW,8,,3,Donkerbroek,Niet gevonden
85200000791852,Hanestreek,8435VW,8,,4,Donkerbroek,Niet gevonden
85200000791853,Hanestreek,8435VW,8,,5,Donkerbroek,Niet gevonden
85200000791886,Duistereweg,8431VT,8,,BDG,Oosterwolde,Niet gevonden
85200000791836,Waardeel,8431NC,11,,,Oosterwolde,Niet gevonden
85200000791887,Vaart Wz,8435WC,15,A,BEDR,Donkerbroek,Niet gevonden
85200000791841,Venekoterweg,8431HH,52,,TR01,Oosterwolde,Niet gevonden
85200000791842,Boerestreek,8426BP,12,,1,Appelscha,Niet gevonden
85200000791843,Helomaweg,8428RN,2,A,,Fochteloo,Niet gevonden
85200000791844,Vaart Zz,8426AE,54,B,,Appelscha,Niet gevonden
85200000791845,Veengang,8431NJ,17,A,,Oosterwolde,Niet gevonden
85200000792075,Weperpolder,8431RL,33,A,64,Oosterwolde,085200000486053
85200000791846,Quadoelenweg,8431LN,29,A,,Oosterwolde,Niet gevonden
85010000052729,Butenweg,8424PR,7,,,Elsloo,Meer dan een nummeraanduiding
85200000791848,Iegepoeledijk,8425SP,12,,TR01,Langedijke,Niet gevonden
85200000791889,West,8428HK,5,A,,Fochteloo,Niet gevonden
85200000791890,Schrappinga,8431RG,3,A,,Oosterwolde,Niet gevonden
