BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1000000000181822,de Gaullestraat,,74,X,06,Doetinchem,Niet gevonden
1000000000182572,Zandstraat,,29,X,01,Doetinchem,Niet gevonden
1000000000183040,Rooseveltstraat,,24,X,16,Doetinchem,Niet gevonden
1000000000183322,Mackaylaan,,50,X,02,Doetinchem,Niet gevonden
1000000000182760,Rooseveltstraat,,24,X,03,Doetinchem,Niet gevonden
1000000000181602,de Gaullestraat,,90,X,06,Doetinchem,Niet gevonden
1000000000180496,Prinses Margrietstraat,,1,X,12,Doetinchem,Niet gevonden
1000000000181566,de Gaullestraat,,74,X,03,Doetinchem,Niet gevonden
1000000000179840,Houtsmastraat,,11,X,01,Doetinchem,Niet gevonden
1000000000183324,Mackaylaan,,50,X,03,Doetinchem,Niet gevonden
1000000000182284,van Starkenborghstraat,,44,X,01,Doetinchem,Niet gevonden
1000000000182040,Holtmate,,10,X,02,Doetinchem,Niet gevonden
1000000000184290,Steenbakkersveld,,12,X,05,Wehl,Niet gevonden
1000000000182780,Rooseveltstraat,,24,X,13,Doetinchem,Niet gevonden
1000000000182810,Rossinilaan,,2,X,13,Doetinchem,Niet gevonden
1000000000182794,Rossinilaan,,2,X,05,Doetinchem,Niet gevonden
1000000000181594,de Gaullestraat,,90,X,02,Doetinchem,Niet gevonden
1000000000182764,Rooseveltstraat,,24,X,05,Doetinchem,Niet gevonden
1000000000184284,Steenbakkersveld,,12,X,02,Doetinchem,Niet gevonden
1000000000183108,van Lennepstraat,,26,X,02,Doetinchem,Niet gevonden
1000000000183048,Rooseveltstraat,,24,X,20,Doetinchem,Niet gevonden
1000000000181596,de Gaullestraat,,90,X,03,Doetinchem,Niet gevonden
1000000000183036,Rooseveltstraat,,24,X,14,Doetinchem,Niet gevonden
222200000669734,Korte Kapoeniestraat,7001CA,5,A,,Doetinchem,0222200000627305
1000000000179802,Prinses Margrietstraat,,1,X,03,Doetinchem,Niet gevonden
1000000000179806,Prinses Margrietstraat,,1,X,05,Doetinchem,Niet gevonden
1000000000179108,Eduard Schilderinkstraat,,290,X,01,Doetinchem,Niet gevonden
1000000000182768,Rooseveltstraat,,24,X,07,Doetinchem,Niet gevonden
1000000000179834,Wannedreef,,79,X,01,Doetinchem,Niet gevonden
1000000000181562,de Gaullestraat,,74,X,01,Doetinchem,Niet gevonden
1000000000179290,Gasthuissteeg,,5,X,03,Doetinchem,Niet gevonden
1000000000183046,Rooseveltstraat,,24,X,19,Doetinchem,Niet gevonden
1000000000180492,Prinses Margrietstraat,,1,X,10,Doetinchem,Niet gevonden
1000000000179844,Weversveld,,21,X,01,Doetinchem,Niet gevonden
1000000000181818,de Gaullestraat,,74,X,04,Doetinchem,Niet gevonden
1000000000181592,de Gaullestraat,,90,X,01,Doetinchem,Niet gevonden
1000000000182792,Rossinilaan,,2,X,04,Doetinchem,Niet gevonden
1000000000179804,Prinses Margrietstraat,,1,X,04,Doetinchem,Niet gevonden
1000000000182818,Rossinilaan,,2,X,17,Doetinchem,Niet gevonden
1000000000180488,Prinses Margrietstraat,,1,X,08,Doetinchem,Niet gevonden
1000000000183110,van Lennepstraat,,26,X,03,Doetinchem,Niet gevonden
1000000000183050,Rooseveltstraat,,24,X,21,Doetinchem,Niet gevonden
1000000000183514,Koningin Beatrixstraat,,35,X,01,Doetinchem,Niet gevonden
1000000000181604,de Gaullestraat,,90,X,07,Doetinchem,Niet gevonden
1000000000182346,Doesburgseweg,,42,X,01,Wehl,Niet gevonden
1000000000181860,Caenstraat,,2,X,10,Doetinchem,Niet gevonden
1000000000179288,Gasthuissteeg,,5,X,02,Doetinchem,Niet gevonden
1000000000183110,van Lennepstraat,,26,X,03,Doetinchem,Niet gevonden
1000000000182758,Rooseveltstraat,,24,X,02,Doetinchem,Niet gevonden
1000000000183044,Rooseveltstraat,,24,X,18,Doetinchem,Niet gevonden
1000000000183052,Rooseveltstraat,,24,X,22,Doetinchem,Niet gevonden
1000000000181864,Caenstraat,,2,X,12,Doetinchem,Niet gevonden
1000000000182774,Rooseveltstraat,,24,X,10,Doetinchem,Niet gevonden
1000000000182292,Kievitlaan,,57,X,01,Doetinchem,Niet gevonden
1000000000182344,Doetinchemseweg,,14,X,01,Wehl,Niet gevonden
1000000000179112,Bloemersstraat,,36,X,01,Doetinchem,Niet gevonden
1000000000183042,Rooseveltstraat,,24,X,17,Doetinchem,Niet gevonden
1000000000183480,Houtsmastraat,,13,X,01,Doetinchem,Niet gevonden
1000000000181474,van Hall-laan,,32,X,06,Doetinchem,Niet gevonden
1000000000179102,Bedrijvenweg,,50,X,01,Doetinchem,Niet gevonden
1000000000181858,Caenstraat,,2,X,09,Doetinchem,Niet gevonden
1000000000182812,Rossinilaan,,2,X,14,Doetinchem,Niet gevonden
1000000000179838,Perebloesem,,31,X,01,Doetinchem,Niet gevonden
1000000000182766,Rooseveltstraat,,24,X,06,Doetinchem,Niet gevonden
1000000000185526,Verdilaan,,23,X,03,Doetinchem,Niet gevonden
1000000000181472,van Hall-laan,,32,X,05,Doetinchem,Niet gevonden
1000000000181862,Caenstraat,,2,X,11,Doetinchem,Niet gevonden
1000000000182286,Leeuwerikstraat,,8,X,01,Gaanderen,Niet gevonden
1000000000183236,Verdilaan,,23,X,02,Doetinchem,Niet gevonden
1000000000182594,Esdoornlaan,,15,X,01,Doetinchem,Niet gevonden
1000000000180046,Weversveld,,21,X,02,Doetinchem,Niet gevonden
1000000000181820,de Gaullestraat,,74,X,05,Doetinchem,Niet gevonden
1000000000183220,Verdilaan,,23,X,01,Doetinchem,Niet gevonden
1000000000180486,Prinses Margrietstraat,,1,X,07,Doetinchem,Niet gevonden
1000000000182762,Rooseveltstraat,,24,X,04,Doetinchem,Niet gevonden
1000000000185924,IJsselkade,,9,X,01,Doetinchem,Niet gevonden
1000000000184292,Steenbakkersveld,,12,X,06,Doetinchem,Niet gevonden
1000000000180494,Prinses Margrietstraat,,1,X,11,Doetinchem,Niet gevonden
1000000000179096,Keppelseweg,,6,X,01,Doetinchem,Niet gevonden
1000000000184288,Steenbakkersveld,,12,X,04,Doetinchem,Niet gevonden
1000000000180430,Brouwersveld,,16,X,04,Doetinchem,Niet gevonden
1000000000181600,de Gaullestraat,,90,X,05,Doetinchem,Niet gevonden
1000000000179800,Prinses Margrietstraat,,1,X,02,Doetinchem,Niet gevonden
1000000000190800,Haareweg,,49,X,01,Doetinchem,Niet gevonden
1000000000181826,de Gaullestraat,,74,X,08,Doetinchem,Niet gevonden
1000000000184286,Steenbakkersveld,,12,X,03,Doetinchem,Niet gevonden
1000000000182612,Hamburgerstraat,,12,X,01,Doetinchem,Niet gevonden
1000000000180944,Rooseveltstraat,,1,X,15,Doetinchem,Niet gevonden
1000000000180424,Brouwersveld,,16,X,01,Doetinchem,Niet gevonden
1000000000180666,Zjoekowstraat,,32,X,03,Doetinchem,Niet gevonden
1000000000179286,Gasthuissteeg,,5,X,01,Doetinchem,Niet gevonden
1000000000183038,Rooseveltstraat,,24,X,15,Doetinchem,Niet gevonden
1000000000180428,Brouwersveld,,16,X,03,Doetinchem,Niet gevonden
1000000000183226,de Gaullestraat,,1,X,16,Doetinchem,Niet gevonden
1000000000182280,Klootsemastraat,,39,X,01,Doetinchem,Niet gevonden
1000000000180432,Brouwersveld,,16,X,05,Doetinchem,Niet gevonden
1000000000182770,Rooseveltstraat,,24,X,08,Doetinchem,Niet gevonden
1000000000180426,Brouwersveld,,16,X,02,Doetinchem,Niet gevonden
1000000000182272,van Starkenborghstraat,,60,X,01,Doetinchem,Niet gevonden
1000000000179872,Torontostraat,,32,X,01,Doetinchem,Niet gevonden
1000000000181564,de Gaullestraat,,74,X,02,Doetinchem,Niet gevonden
1000000000183276,Boesmate,,20,X,01,Doetinchem,Niet gevonden
1000000000180434,Brouwersveld,,16,X,06,Doetinchem,Niet gevonden
1000000000180664,Zjoekowstraat,,32,X,02,Doetinchem,Niet gevonden
1000000000178912,Eikenlaan,,4,X,01,Doetinchem,Niet gevonden
1000000000181824,de Gaullestraat,,74,X,07,Doetinchem,Niet gevonden
1000000000180290,Prinses Margrietstraat,,1,X,06,Doetinchem,Niet gevonden
1000000000180940,Rooseveltstraat,,1,X,13,Doetinchem,Niet gevonden
1000000000182326,Antillenstraat,,52,X,01,Doetinchem,Niet gevonden
1000000000182790,Rossinilaan,,2,X,03,Doetinchem,Niet gevonden
1000000000182816,Rossinilaan,,2,X,16,Doetinchem,Niet gevonden
1000000000182814,Rossinilaan,,2,X,15,Doetinchem,Niet gevonden
1000000000179110,Diepengoorsestraat,,7,X,01,Doetinchem,Niet gevonden
1000000000181598,de Gaullestraat,,90,X,04,Doetinchem,Niet gevonden
1000000000180942,Rooseveltstraat,,1,X,14,Doetinchem,Niet gevonden
1000000000182588,Stationsstraat,,30,X,01,Wehl,Niet gevonden
1000000000181854,Caenstraat,,2,X,07,Doetinchem,Niet gevonden
1000000000180436,Brouwersveld,,16,X,07,Doetinchem,Niet gevonden
1000000000179854,Holtmate,,10,X,01,Doetinchem,Niet gevonden
1000000000181856,Caenstraat,,2,X,08,Doetinchem,Niet gevonden
1000000000182776,Rooseveltstraat,,24,X,11,Doetinchem,Niet gevonden
1000000000182578,Leliestraat,,27,X,01,Doetinchem,Niet gevonden
1000000000191150,Rossinilaan,,2,X,19,Doetinchem,Niet gevonden
1000000000182772,Rooseveltstraat,,24,X,09,Doetinchem,Niet gevonden
1000000000182778,Rooseveltstraat,,24,X,12,Doetinchem,Niet gevonden
1000000000183512,Nieuweweg,,122,X,01,Doetinchem,Niet gevonden
1000000000181470,van Hall-laan,,32,X,04,Doetinchem,Niet gevonden
1000000000181338,Koemate,,2,X,02,Doetinchem,Niet gevonden
1000000000180490,Prinses Margrietstraat,,1,X,09,Doetinchem,Niet gevonden
1000000000182308,Duval Slothouwerstraat,,71,X,01,Doetinchem,Niet gevonden
1000000000185730,Eikenlaan,,4,X,02,Doetinchem,Niet gevonden
1000000000178918,Koningin Wilhelminastraat,,2,X,01,Wehl,Niet gevonden
