BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
995200000821672,995200000821672,Dukaathof,Dukaatpassage,8232GH,8232GE,1,169.0,,,,,Lelystad,Lelystad,609563.7487102592,6892639.068642773
995200000745646,995200000745646,Reaalhof,Reaalhof,8232VS,8232VS,60,64.0,,,,,Lelystad,Lelystad,609415.5369549608,6892319.1669243835
995200000803466,995200000803466,Oostvaardersdijk,Oostvaardersdijk,8244PB,8244PB,41,57.0,,,,,Lelystad,Lelystad,602765.9511733649,6891396.685059811
995200000826303,995200000826303,Rode Klif,Rode Klif,8223CA,8223CD,80,79.0,,,,,Lelystad,Lelystad,610601.741711159,6895169.646094731
