BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1684200000026036,Spinding,5431SN,2,,,Cuijk,Niet gevonden
1684200000026037,Spinding,5431SN,2,a,,Cuijk,Niet gevonden
1684200000026038,Gildekamp,5431SP,13,,,Cuijk,Niet gevonden
1684200000026039,Gildekamp,5431SP,13,a,,Cuijk,Niet gevonden
