BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1740200000176494,Fruitstraat,4041AJ,62,a,,Kesteren,01740200000177026
1740200000176497,Fruitstraat,4041AJ,62,c,,Kesteren,01740200000177029
1740200000177017,Fruitstraat,4041AJ,60,a,,Kesteren,01740200000177023
1740200000176491,Fruitstraat,4041AJ,60,b,,Kesteren,01740200000177020
1740200000102207,Bredesteeg,4054NK,2,,,Echteld,Niet gevonden
1740200000102208,Bredesteeg,4054NK,6,,,Echteld,Niet gevonden
1740200000102209,Bredesteeg,4054NK,8,,,Echteld,Niet gevonden
1740200000102210,Bredesteeg,4054NK,10,,,Echteld,Niet gevonden
1740200000102211,Bredesteeg,4054NK,12,,,Echteld,Niet gevonden
1740200000102213,Bredesteeg,4054NK,18,,,Echteld,Niet gevonden
1740200000106605,Medelsestraat,4054NH,10,,,Echteld,Niet gevonden
1740200000106606,Medelsestraat,4054NH,12,,,Echteld,Niet gevonden
1740200000106607,Medelsestraat,4054NH,14,,,Echteld,Niet gevonden
1740200000106608,Medelsestraat,4054NH,18,,,Echteld,Niet gevonden
1740200000106849,Molendam,4051BG,13,,,Ochten,01740200000177435
1740200000106847,Molendam,4051BG,11,,,Ochten,01740200000177439
1740200000106877,Molendam,4051BH,37,,,Ochten,01740200000177451
1740200000106835,Molendam,4051BG,1,a,,Ochten,01740200000177430
1740200000102214,Bredesteeg,4054NK,19,a,,Echteld,Niet gevonden
1740200000177114,Molenkempke,4043KC,2,,,Opheusden,01740200000179822
1740200000177552,Hermesweg,4051BV,6,,,Ochten,Niet gevonden
1740200000179240,Beukenlaan,4051GE,35,b,,Ochten,01740200000179377
1740200000179241,Beukenlaan,4051GE,35,c,,Ochten,01740200000179378
