BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
340200000350571,340200000350571,Koninginneweg,Heideweg,3921CT,3921CJ,15,15.0,,,,,Elst Ut,Elst Ut,612883.0883941425,6797311.0090442225
340200000346693,340200000346693,Heideweg,Koninginneweg,3921CJ,3921CT,17,17.0,,,,,Elst Ut,Elst Ut,612851.0887324744,6797384.687514423
340200000346677,340200000346677,Koninginneweg,Heideweg,3921CT,3921CJ,9,9.0,,,,,Elst Ut,Elst Ut,612860.5733929165,6797323.854319997
340200000346691,340200000346691,Heideweg,Koninginneweg,3921CJ,3921CT,15,15.0,,,,,Elst Ut,Elst Ut,612846.2853895144,6797377.563243898
340200000346683,340200000346683,Koninginneweg,Heideweg,3921CT,3921CJ,17,17.0,,,,,Elst Ut,Elst Ut,612890.5922983806,6797306.727277941
340200000346685,340200000346685,Heideweg,Koninginneweg,3921CJ,3921CT,9,9.0,,,,,Elst Ut,Elst Ut,612831.8721729838,6797356.192082415
340200000337417,340200000337417,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,11,11.0,C,C,,,Rhenen,Rhenen,619499.6131246166,6795489.27205744
340200000336175,340200000336175,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,7,7.0,A,A,,,Rhenen,Rhenen,619486.5996060964,6792675.168327501
340200000339201,340200000339201,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,9,9.0,,,,,Rhenen,Rhenen,620674.3044081506,6792237.626743201
340200000348017,340200000348017,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,4,4.0,A,A,,,Rhenen,Rhenen,619436.7626667809,6792748.179950763
340200000334923,340200000334923,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,11,11.0,B,B,,,Rhenen,Rhenen,619483.899104912,6795515.563469167
340200000348781,340200000348781,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,1,1.0,,,,,Rhenen,Rhenen,620623.4047838555,6792235.107687618
340200000337585,340200000337585,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,12,12.0,,,,,Rhenen,Rhenen,620623.7631367481,6792191.389727092
340200000336181,340200000336181,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,4,4.0,,,,,Rhenen,Rhenen,619346.4795740433,6792669.094280222
340200000338337,340200000338337,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,30,30.0,,,,,Rhenen,Rhenen,619700.788298972,6795225.447768939
340200000349371,340200000349371,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,13,13.0,,,,,Rhenen,Rhenen,619573.8846600224,6794847.825860444
340200000337577,340200000337577,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,19,19.0,,,,,Rhenen,Rhenen,620739.9788738461,6792234.094719582
340200000337569,340200000337569,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,11,11.0,,,,,Rhenen,Rhenen,620694.443667581,6792238.7481778925
340200000337273,340200000337273,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,38,38.0,,,,,Rhenen,Rhenen,619570.442429294,6795590.23562648
340200000340777,340200000340777,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,12,12.0,,,,,Rhenen,Rhenen,619695.0572294752,6794734.158219913
340200000337591,340200000337591,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,20,20.0,,,,,Rhenen,Rhenen,620727.7006116178,6792196.83917163
340200000337583,340200000337583,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,10,10.0,,,,,Rhenen,Rhenen,620614.3839521708,6792194.157944793
340200000351153,340200000351153,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,2,2.0,,,,,Rhenen,Rhenen,619297.30364374,6792592.7434565285
340200000336259,340200000336259,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,5,5.0,,,,,Rhenen,Rhenen,619646.6971205097,6792641.1812329
340200000348151,340200000348151,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,15,15.0,,,,,Rhenen,Rhenen,619586.5792248382,6794803.118272862
340200000336179,340200000336179,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,9,9.0,A,A,,,Rhenen,Rhenen,619337.9825421624,6792544.458803841
340200000334925,340200000334925,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,20,20.0,,,,,Rhenen,Rhenen,619712.476371312,6794996.341694709
340200000336173,340200000336173,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,3,3.0,,,,,Rhenen,Rhenen,619709.923423689,6792650.154491091
340200000337571,340200000337571,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,13,13.0,,,,,Rhenen,Rhenen,620704.2482809712,6792237.65592618
340200000334921,340200000334921,Verlengde Oude Veenendaalseweg,Verl Oude Veenendaalsewg,3911XC,3911XC,11,11.0,A,A,,,Rhenen,Rhenen,619461.6404891232,6795543.504993683
340200000337579,340200000337579,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,21,21.0,,,,,Rhenen,Rhenen,620748.4882340968,6792233.127565862
340200000337589,340200000337589,Burgemeester Schimmelpenninckstraat,Burg Schimmelpenninckstr,3911AL,3911AL,18,18.0,,,,,Rhenen,Rhenen,620699.9968399317,6792200.030325828
340200000336177,340200000336177,Koningin Elisabethplantsoen,Koningin Elisabethplnts,3911KT,3911KT,9,9.0,,,,,Rhenen,Rhenen,619447.1193833031,6792663.647655256
