BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
70200000351350,Sint Martiniplantsoen,8801LK,2,A,,Franeker,Niet gevonden
70200000351418,Sjaardemastraat,8801KW,44,,,Franeker,Niet gevonden
