BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1621200000004271,Hoekeindsehof,2665JZ,7,,,Bleiswijk,Niet gevonden
1621200000006447,Hoekeindsehof,2665JZ,11,,,Bleiswijk,Niet gevonden
1621200000024854,Marconistraat,2665JE,18,,,Bleiswijk,Niet gevonden
1621200000004812,Hoekeindsehof,2665JZ,8,,,Bleiswijk,Niet gevonden
1621200000005881,Hoekeindsehof,2665JZ,10,,,Bleiswijk,Niet gevonden
1621200000022009,Industrieweg,2651BD,112,,,Berkel en Rodenrijs,Niet gevonden
1621200000009720,Boerhaavestraat,2652EP,19,,,Berkel en Rodenrijs,Niet gevonden
1621200000008076,Boerhaavestraat,2652EP,15,,,Berkel en Rodenrijs,Niet gevonden
1621200000012331,Weg en Bos,2661DL,27,,,Bergschenhoek,Niet gevonden
1621200000014436,Weg en Bos,2661DL,35,,,Bergschenhoek,Niet gevonden
1621200000025938,Terpstraat,2651EK,3,,,Berkel en Rodenrijs,Niet gevonden
1621200000024853,Marconistraat,2665JE,3,,,Bleiswijk,Niet gevonden
1621200000026400,de Fijnspar,2661BB,1,,,Bergschenhoek,Niet gevonden
1621200000026400,de Fijnspar,2661BB,1,,,Bergschenhoek,Niet gevonden
1621200000024922,Van 't Hoffstraat,2665JL,18,,,Bleiswijk,Niet gevonden
1621200000027175,Leeuwenhoekstraat,2652XL,5,,,Berkel en Rodenrijs,Niet gevonden
1621200000023588,Klappolder,2665MP,193,,,Bleiswijk,Niet gevonden
1621200000002111,Cyclamenweg,2665NB,4,,,Bleiswijk,Niet gevonden
1621200000026400,de Fijnspar,2661BB,1,,,Bergschenhoek,Niet gevonden
1621200000013185,Edisonlaan,2665JC,30,,,Bleiswijk,Niet gevonden
1621200000028623,Wilgenlaan,2651TA,2,a,,Berkel en Rodenrijs,Niet gevonden
1621200000012331,Weg en Bos,2661DL,27,,,Bergschenhoek,Niet gevonden
