BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1931200000000005,Nieuwe Singel,2871AX,35,a,,Schoonhoven,Niet gevonden
1931200000000610,Hoofdstraat,2861AL,35,,,Bergambacht,Niet gevonden
608200001243535,Oranjeplaats,2871TL,21,b,,Schoonhoven,Niet gevonden
608200001243541,Oranjeplaats,2871TL,21,h,,Schoonhoven,Niet gevonden
608200001243538,Oranjeplaats,2871TL,21,e,,Schoonhoven,Niet gevonden
608200001243536,Oranjeplaats,2871TL,21,c,,Schoonhoven,Niet gevonden
644200002073569,Smitsstraat,2831AG,17,,,Gouderak,Niet gevonden
608200001243537,Oranjeplaats,2871TL,21,d,,Schoonhoven,Niet gevonden
608200001243539,Oranjeplaats,2871TL,21,f,,Schoonhoven,Niet gevonden
608200001243534,Oranjeplaats,2871TL,21,a,,Schoonhoven,Niet gevonden
608200001243540,Oranjeplaats,2871TL,21,g,,Schoonhoven,Niet gevonden
1931200000001784,Kadijkselaan,2861CK,42,d,,Bergambacht,Niet gevonden
