BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
743200000011750,Emmastraat,5721HB,12,,,Asten,Niet gevonden
743200000013889,Meijelseweg,5725RH,86,a,,Heusden,Niet gevonden
743200000017968,Wolfsberg,5721HR,41,,,Asten,Niet gevonden
743200000016817,Floralaan,5721CV,68,,,Asten,0743200000351010
