BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
758200000106745,Esserstraat,,29,,G04,Breda,Niet gevonden
758200000080725,Kesterenlaan,4822WK,170,,,Breda,0758200000104849
758200000053586,Kerkstraat,4854CD,45,A,,Bavel,0758200000100388
758010000101115,Wevershof,4841TX,5,,,Prinsenbeek,0758200000101383
