BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
175200000379135,Stouweweg,7731RW,3,,322,Ommen,Niet gevonden
175010000009863,Stegerdijk,7737PT,25,,,Stegeren,0175200000009863
175200000009958,Haarsweg,7731HJ,115,,,Ommen,0175200000376593
