BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
189200000248689,Reggestraat,7645EK,137,,,Enter,Niet gevonden
189200000248688,Reggestraat,7468EK,135,,,Enter,Niet gevonden
189200000248687,Reggestraat,7468EK,133,,,Enter,Niet gevonden
189200000248690,Zuiderstraat,7468CW,1,,,Enter,0189200000031484
189200000248691,Zuiderstraat,7468CW,1,a,,Enter,Niet gevonden
189200000248692,Leijerweerdsdijk,7468PW,4,,,Enter,0189200000027289
189200000248693,Stationsstraat,7641BV,1,,,Wierden,0189200000029879
189200000248695,Nijverdalsestraat,7642AD,2,a,,Wierden,Niet gevonden
189200000248697,Vossenbosweg,7641RR,4,,,Wierden,0189200000030716
189200000248696,Nijverdalsestraat,7642AD,4,,,Wierden,0189200000028053
189200000248694,Nijverdalsestraat,7642AD,2,,,Wierden,0189200000028051
189200000248698,Vossenbosweg,7641RR,4,a,,Wierden,Niet gevonden
