BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
168200000232285,168200000232285,Irisstraat,Irisstraat,7581TV,7581TV,32,36,B,,,,Losser,Losser,779373.3021646929,6848607.474808684
168200000232287,168200000232287,Irisstraat,Irisstraat,7581TV,7581TV,32,34,A,,,,Losser,Losser,779364.3723983342,6848603.592792131
168200000236447,168200000236447,Irisstraat,Irisstraat,7581TV,7581TV,32,38,C,,,,Losser,Losser,779382.4616686922,6848611.56589478
168200000232283,168200000232283,Irisstraat,Irisstraat,7581TV,7581TV,32,40,D,,,,Losser,Losser,779391.0225128552,6848616.241012162
168200000232287,168200000232287,Irisstraat,Irisstraat,7581TV,7581TV,32,34,A,,,,Losser,Losser,779364.3723983342,6848603.592792131
168200000233159,168200000233159,Dorpstraat,Dorpstraat,7587AB,7587AB,59,79,,,,,de Lutte,de Lutte,778696.5972507659,6857381.7648486635
168200000232287,168200000232287,Irisstraat,Irisstraat,7581TV,7581TV,32,34,A,,,,Losser,Losser,779364.3723983342,6848603.592792131
168200000234695,168200000234695,Zandhuizerweg,Zandhuizerweg,7587LA,7587LA,7,7,A,B,,,de Lutte,de Lutte,782453.9298804655,6856996.079266913
168200000220842,168200000220842,Snoeyinksweg,Snoeyinksweg,7581PX,7581PW,5,5,,,,,Losser,Losser,780823.2297684358,6851597.998540853
168200000230350,168200000230350,Bavelsweg,Bavelsweg,7587NP,7587NP,5,9,,,,,de Lutte,de Lutte,776901.620154397,6857704.785075304
168200000232279,168200000232279,Irisstraat,Irisstraat,7581TV,7581TV,32,42,F,A,,,Losser,Losser,779406.3840211611,6848624.549685643
168200000232423,168200000232423,Arendstraat,Arendstraat,7581ET,7581ET,2,2,A,B,,,Losser,Losser,780329.9790385976,6846559.617789075
