BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
417200000000353,417200000000353,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,1,1.0,a,a,,,Laren,Laren,581473.2656048676,6846641.645296448
417200000000355,417200000000355,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KH,1251KH,2,2.0,,,,,Laren,Laren,581472.6044544055,6846688.3886854155
417200000000356,417200000000356,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,3,3.0,,,,,Laren,Laren,581482.4391850951,6846636.803436355
417200000000357,417200000000357,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KH,1251KH,4,4.0,,,,,Laren,Laren,581425.2353032907,6846694.915836208
417200000000358,417200000000358,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,5,5.0,,,,,Laren,Laren,581461.3627405744,6846639.983877509
417200000000360,417200000000360,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KH,1251KH,6,6.0,,,,,Laren,Laren,581361.341046013,6846689.682492265
417200000000362,417200000000362,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,7,7.0,a,a,,,Laren,Laren,581441.1523108768,6846588.788584747
417200000000363,417200000000363,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,9,9.0,a,a,,,Laren,Laren,581441.5769045646,6846628.255756893
417200000000364,417200000000364,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,11,11.0,,,,,Laren,Laren,581424.5736564405,6846624.699801157
417200000000365,417200000000365,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KD,1251KD,13,13.0,,,,,Laren,Laren,581421.3085178018,6846614.368991456
417200000000366,417200000000366,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KH,1251KH,14,14.0,,,,,Laren,Laren,581313.7419444768,6846642.330620394
417200000000367,417200000000367,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,15,15.0,,,,,Laren,Laren,581409.6338853508,6846594.689496665
417200000000368,417200000000368,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,17,17.0,,,,,Laren,Laren,581386.9527276861,6846597.377374556
417200000000369,417200000000369,v Nispen v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,17,17.0,a,a,,,Laren,Laren,581376.0746108558,6846588.877872117
417200000000370,417200000000370,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,19,19.0,,,,,Laren,Laren,581372.1135234672,6846580.6474421695
417200000000371,417200000000371,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,21,21.0,,,,,Laren,Laren,581353.0080375598,6846534.276490921
417200000000372,417200000000372,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,23,23.0,,,,,Laren,Laren,581348.7499405222,6846525.474999918
417200000000374,417200000000374,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,25,25.0,,,,,Laren,Laren,581348.5044348171,6846514.382964439
417200000000375,417200000000375,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,27,27.0,,,,,Laren,Laren,581314.1811983836,6846463.195218288
417200000000376,417200000000376,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KE,1251KE,29,29.0,,,,,Laren,Laren,581308.2629529582,6846449.609225969
417200000000378,417200000000378,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KG,1251KG,31,31.0,,,,,Laren,Laren,581255.5438773538,6846348.937967959
417200000000379,417200000000379,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KG,1251KG,33,33.0,,,,,Laren,Laren,581220.6837102205,6846354.297491083
417200000000380,417200000000380,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KG,1251KG,35,35.0,,,,,Laren,Laren,581188.0865821152,6846352.432974482
417200000000381,417200000000381,Burg v N v Sevenaerstr,Burgemeester van Nispen van Sevenaerstraat,1251KG,1251KG,37,37.0,,,,,Laren,Laren,581140.164206641,6846357.10999655
