BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
753200000080358,753200000080358,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,28,28,,,,,Best,Best,600554.7829060879,6711171.330044575
753200000080359,753200000080359,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,28,28,A,A,,,Best,Best,600573.0274893544,6711155.210712595
753200000080362,753200000080362,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,30,30,,,,,Best,Best,600606.9864029771,6711123.557457173
753200000080363,753200000080363,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,31,31,,,,,Best,Best,600511.0875749368,6711388.7177288635
753200000080364,753200000080364,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,32,32,,,,,Best,Best,600599.2717704885,6711115.879086853
753200000080365,753200000080365,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,33,33,,,,,Best,Best,600504.7839217684,6711382.408548047
753200000080366,753200000080366,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,35,35,,,,,Best,Best,600498.5412194195,6711376.213500394
753200000080367,753200000080367,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,36,36,,,,,Best,Best,600574.4540942957,6711093.170490579
753200000081453,753200000081453,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,3,3,,,,,Best,Best,601289.4800277799,6711890.505185918
753200000080605,753200000080605,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,38,38,,,,,Best,Best,600553.2612669901,6711081.1033906285
753200000081451,753200000081451,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,1,1,,,,,Best,Best,601284.222088366,6711898.520605965
753200000080368,753200000080368,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,37,37,,,,,Best,Best,600492.4716985911,6711370.057017572
753200000081452,753200000081452,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,2,2,,,,,Best,Best,601213.2554413413,6711924.268828939
753200000081454,753200000081454,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,4,4,,,,,Best,Best,601218.9975899378,6711915.515402255
753200000081455,753200000081455,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,5,5,,,,,Best,Best,601294.608112998,6711882.693973608
753200000080607,753200000080607,Burg Notermansstraat,Burgemeester Notermansstraat,5683MD,5683MD,40,40,,,,,Best,Best,600544.0767155385,6711075.9023807105
753200000081456,753200000081456,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,6,6,,,,,Best,Best,601224.5377415409,6711907.069090273
753200000080609,753200000080609,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,43,43,,,,,Best,Best,600487.7783650489,6711303.721937411
753200000081457,753200000081457,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,7,7,,,,,Best,Best,601300.221903043,6711874.136698084
753200000080610,753200000080610,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,45,45,,,,,Best,Best,600492.0025591655,6711296.146591111
753200000081458,753200000081458,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,8,8,,,,,Best,Best,601229.8229967665,6711899.010287523
753200000080612,753200000080612,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,49,49,,,,,Best,Best,600500.5840030167,6711280.973393394
753200000080613,753200000080613,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,51,51,,,,,Best,Best,600508.4175915326,6711275.2431917265
753200000081460,753200000081460,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,10,10,,,,,Best,Best,601235.4192113379,6711890.367835281
753200000081461,753200000081461,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,11,11,,,,,Best,Best,601310.5533626443,6711858.392095631
753200000080614,753200000080614,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,53,53,,,,,Best,Best,600512.757182663,6711267.540850738
753200000080615,753200000080615,Burg Notermansstraat,Burgemeester Notermansstraat,5683MA,5683MA,55,55,,,,,Best,Best,600517.0342448559,6711259.949443719
753200000081462,753200000081462,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,12,12,,,,,Best,Best,601240.855131118,6711882.08072001
753200000081463,753200000081463,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,14,14,,,,,Best,Best,601247.8267452226,6711871.426786561
753200000080616,753200000080616,Burg Notermansstraat,Burgemeester Notermansstraat,5683MB,5683MB,57,57,,,,,Best,Best,600582.0147835411,6711202.531398435
753200000081464,753200000081464,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,16,16,,,,,Best,Best,601253.148827715,6711863.331019648
753200000080618,753200000080618,Burg Notermansstraat,Burgemeester Notermansstraat,5683MB,5683MB,61,61,,,,,Best,Best,600595.9481442246,6711188.466892566
753200000081465,753200000081465,Dr P C de Brouwerstraat,Dr. P.C. de Brouwerstraat,5683JE,5683JE,18,18,,,,,Best,Best,601258.7514294065,6711854.804341473
