BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
518200000359338,518200000359338,Dedemsvaartweg,Dedemsvaartweg,2545AG,2545AE,192,192,,,,,'s-Gravenhage,'s-Gravenhage,474840.1223671931,6809051.606221909
518200000527545,518200000527545,Dedemsvaartweg,Dedemsvaartweg,2545AG,2545AE,202,202,,,,,'s-Gravenhage,'s-Gravenhage,474844.2335249073,6809046.0092463475
518200000865339,518200000865339,Dedemsvaartweg,Dedemsvaartweg,2545AG,2545AE,212,212,,,,,'s-Gravenhage,'s-Gravenhage,474853.5333446685,6809033.348083423
518200000763258,518200000763258,Dedemsvaartweg,Dedemsvaartweg,2545AG,2545AE,216,216,,,,,'s-Gravenhage,'s-Gravenhage,474858.0721763907,6809027.168731413
518200000527259,518200000527259,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,232,232,,,,,'s-Gravenhage,'s-Gravenhage,474871.8991298947,6809008.34595378
518200000627905,518200000627905,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,248,248,,,,,'s-Gravenhage,'s-Gravenhage,474880.72141980636,6808996.336392255
518200000821662,518200000821662,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,266,266,,,,,'s-Gravenhage,'s-Gravenhage,474914.2128076803,6808967.118390023
518200000492451,518200000492451,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,270,270,,,,,'s-Gravenhage,'s-Gravenhage,474918.8659914904,6808960.779744755
518200000458692,518200000458692,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,274,274,,,,,'s-Gravenhage,'s-Gravenhage,474918.8659914904,6808960.779744755
518200000864627,518200000864627,Dedemsvaartweg,Dedemsvaartweg,2545AH,2545AE,280,280,,,,,'s-Gravenhage,'s-Gravenhage,474928.0314654663,6808948.292274873
518200000796619,518200000796619,Dedemsvaartweg,Dedemsvaartweg,2545AJ,2545AE,290,290,,,,,'s-Gravenhage,'s-Gravenhage,474932.7790911898,6808941.826559689
518200000458694,518200000458694,Dedemsvaartweg,Dedemsvaartweg,2545AJ,2545AE,300,300,,,,,'s-Gravenhage,'s-Gravenhage,474941.45882478927,6808930.000310879
518200000762559,518200000762559,Dedemsvaartweg,Dedemsvaartweg,2545AJ,2545AE,304,304,,,,,'s-Gravenhage,'s-Gravenhage,474946.2246776698,6808923.508851549
518200000526648,518200000526648,Dedemsvaartweg,Dedemsvaartweg,2545AJ,2545AE,316,316,,,,,'s-Gravenhage,'s-Gravenhage,474955.09165011166,6808911.430063684
518200000392201,518200000392201,Dedemsvaartweg,Dedemsvaartweg,2545AK,2545AE,346,346,,,,,'s-Gravenhage,'s-Gravenhage,474993.07423468627,6808876.017372133
518200000728990,518200000728990,Dedemsvaartweg,Dedemsvaartweg,2545AK,2545AE,356,356,,,,,'s-Gravenhage,'s-Gravenhage,475002.68182450824,6808862.944541277
518200000866187,518200000866187,Dedemsvaartweg,Dedemsvaartweg,2545AK,2545AE,372,372,,,,,'s-Gravenhage,'s-Gravenhage,475016.5709434338,6808844.049646028
518200000460646,518200000460646,Dedemsvaartweg,Dedemsvaartweg,2545AK,2545AE,376,376,,,,,'s-Gravenhage,'s-Gravenhage,475020.9951127594,6808838.02965279
518200000393410,518200000393410,Dedemsvaartweg,Dedemsvaartweg,2545AK,2545AE,382,382,,,,,'s-Gravenhage,'s-Gravenhage,475020.9951127594,6808838.02965279
518200001766783,518200001766783,Mallemolen,Mallemolen,2585AE,2585XJ,18,18,,,,,'s-Gravenhage,'s-Gravenhage,479785.54294846754,6816240.769694556
518200000604824,518200000604824,Poeldijkseweg,Abdis Immastraat,2544NS,2544PZ,49,46,,,,,'s-Gravenhage,'s-Gravenhage,472992.2252635093,6804769.406366587
518200001666983,518200001666983,Doorniksestraat,Pompstationsweg,2587AZ,2597JW,100,2,,,,bis,'s-Gravenhage,'s-Gravenhage,478914.48429266125,6819306.816614265
518200001751950,518200001751950,Frankenslag,Frankenslag,2582HL,2582HL,175,175,a,A,,,'s-Gravenhage,'s-Gravenhage,475798.70593055064,6817289.088538018
518200000591595,518200000591595,Binckhorstlaan,Fokkerkade,2516BB,2516CC,235,14,,,,,'s-Gravenhage,'s-Gravenhage,482805.70081578277,6811917.013250567
518200000591595,518200000591595,Binckhorstlaan,Fokkerkade,2516BB,2516CC,235,14,,,,,'s-Gravenhage,'s-Gravenhage,482805.70081578277,6811917.013250567
518200000487551,518200000487551,Van den Boschstraat,Van den Boschstraat,2595AH,2595AH,294,298,,T,,,'s-Gravenhage,'s-Gravenhage,482462.26604502933,6814189.845018325
518200001631424,518200001631424,Gietenstraat,Gietenstraat,2545XC,2545XA,61,61,,,,,'s-Gravenhage,'s-Gravenhage,474813.5035691906,6809167.6016347315
518200001631502,518200001631502,Gietenstraat,Gietenstraat,2545XC,2545XA,63,63,,,,,'s-Gravenhage,'s-Gravenhage,474820.63161964325,6809157.811069956
518200001757500,518200001757500,Hengelolaan,Hengelolaan,2544GT,2544GT,1170,1168,,,,,'s-Gravenhage,'s-Gravenhage,473821.2552506755,6807506.1034845365
518200001648477,518200001648477,Prinsegracht,Lange Beestenmarkt,2512GA,2512EB,32,5,A,,,,'s-Gravenhage,'s-Gravenhage,479410.5892856951,6813533.626979298
518200001647679,518200001647679,Vrederustlaan,Vrederustlaan,2543SL,,115,115,G,L,,,'s-Gravenhage,'s-Gravenhage,474797.00738644146,6807474.037923233
518200000487551,518200000487551,Van den Boschstraat,Van den Boschstraat,2595AH,2595AH,294,298,,T,,,'s-Gravenhage,'s-Gravenhage,482462.26604502933,6814189.845018325
518200000487551,518200000487551,Van den Boschstraat,Van den Boschstraat,2595AH,2595AH,294,298,,T,,,'s-Gravenhage,'s-Gravenhage,482462.26604502933,6814189.845018325
518200001662336,518200001662336,Biancaland,Biancaland,2591DB,2591DA,103,103,,,,,'s-Gravenhage,'s-Gravenhage,486012.2465187868,6817306.031320229
518200001665966,518200001665966,Biancaland,Biancaland,2591DA,2591DB,96,96,,,,,'s-Gravenhage,'s-Gravenhage,485958.0945824286,6817353.565442296
518200001662660,518200001662660,Biancaland,Biancaland,2591DB,2591DA,99,99,,,,,'s-Gravenhage,'s-Gravenhage,485994.9897793955,6817302.240555905
518200001660460,518200001660460,Frederikstraat,Frederikstraat,2514LK,2514LK,26,28,,,,,'s-Gravenhage,'s-Gravenhage,479808.3655433157,6815916.1973915575
518200001633610,518200001633610,Frederikstraat,Frederikstraat,2514LK,2514LK,28,26,,,,,'s-Gravenhage,'s-Gravenhage,479848.787973681,6815929.0672906805
518200000381151,518200000381151,Laan van Ypenburg,Laan van Ypenburg,2497GB,2497GB,34,38,,,,,'s-Gravenhage,'s-Gravenhage,485049.6805771185,6807829.274516584
518200001747097,518200001747097,Tasmanstraat,Tasmanstraat,2518VT,2518VT,210,210,B,C,,,'s-Gravenhage,'s-Gravenhage,477507.4962411553,6815233.860042386
518200001751861,518200001751861,Prinses Beatrixlaan,Prinses Beatrixlaan,2585GD,2595BL,516,516,,,,,'s-Gravenhage,'s-Gravenhage,482704.9442857853,6814477.583514433
518200001751862,518200001751862,Prinses Beatrixlaan,Prinses Beatrixlaan,2585GD,2595BL,518,518,,,,,'s-Gravenhage,'s-Gravenhage,482710.89931823703,6814481.76313067
518200001751935,518200001751935,Herenstraat,Herenstraat,2511CZ,2511CZ,9,9,b,B,,,'s-Gravenhage,'s-Gravenhage,480564.6600432763,6814603.834743383
518200001751936,518200001751936,Herenstraat,Herenstraat,2511CZ,2511CZ,9,9,c,C,,,'s-Gravenhage,'s-Gravenhage,480566.0077339021,6814601.97573353
518200001752013,518200001752013,Anna Paulownastraat,Anna Paulownastraat,2518BE,2518BE,8,8,a,A,,,'s-Gravenhage,'s-Gravenhage,478747.4267025942,6815190.3250512015
518200001751954,518200001751954,Laan van Meerdervoort,Laan van Meerdervoort,2517BH,2517BH,180,180,a,A,,,'s-Gravenhage,'s-Gravenhage,477259.6120145498,6814841.22934829
518200001751931,518200001751931,Zusterstraat,Zusterstraat,2512TP,2512TP,90,90,a,A,,,'s-Gravenhage,'s-Gravenhage,478213.94046232314,6813193.381771936
518200001751932,518200001751932,Zusterstraat,Zusterstraat,2512TP,2512TP,90,90,b,B,,,'s-Gravenhage,'s-Gravenhage,478209.0494048055,6813191.66549982
518200001751933,518200001751933,Zusterstraat,Zusterstraat,2512TP,2512TP,90,90,c,C,,,'s-Gravenhage,'s-Gravenhage,478212.6487727553,6813190.077183966
518200001748771,518200001748771,Meidoornstraat,Meidoornstraat,2563GL,2563GK,126,126,,,,,'s-Gravenhage,'s-Gravenhage,475613.63215135067,6812770.745391187
518200001646649,518200001646649,Spuistraat,Spuistraat,2515BH,2511BC,9,9,,,,,'s-Gravenhage,'s-Gravenhage,479919.66719183035,6814085.223464745
518200001751922,518200001751922,Elandstraat,Elandstraat,2513GR,2513GR,14,14,a,A,,,'s-Gravenhage,'s-Gravenhage,478744.1219429869,6814973.371416397
518200001751958,518200001751958,Loosduinse Hoofdstraat,Loosduinse Hoofdstraat,2552AM,2552AM,258,258,a,A,,,'s-Gravenhage,'s-Gravenhage,471521.5150195669,6809788.383749024
