BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
420200000002144,Almereweg,1671ND,9001,,,Medemblik,Niet gevonden
420200000002950,Brakeweg,1671LP,9000,,,Medemblik,Niet gevonden
420200000002917,Droge Wijmersweg,1671SB,9001,,,Medemblik,Niet gevonden
420200000003881,Kruypuyt,1671ND,9000,,,Medemblik,Niet gevonden
420200000004343,Nieuwstraat,1671BD,2,,,Medemblik,Niet gevonden
420200000023459,Randweg,,7,,GRND,Medemblik,Niet gevonden
420200000003005,Breek,1671GE,7,,BEDR,Medemblik,Niet gevonden
420200000006429,Westerzeedijk,1671GX,1,,,Medemblik,Niet gevonden
420200000002098,Almereweg,1671ND,36,,VERZ,Medemblik,Niet gevonden
420200000004871,Randweg,1671GG,15,,POMP,Medemblik,Niet gevonden
420200000005862,Vooroever,1671SG,11,,,Medemblik,Niet gevonden
420200000006025,Valbrug,1671CT,39,,tm46,Medemblik,Niet gevonden
420200000002812,Brakeweg,1671LP,53,A,,Medemblik,Niet gevonden
420200000009235,Burgemeester Pierhagenln,1674PB,2,A,,Opperdoes,Niet gevonden
420200000000010,Burgemeester P. Krompln,1657AH,9,,,Abbekerk,Niet gevonden
420200000001892,Hauwert,1691EJ,68,,ACHT,Hauwert,Niet gevonden
420200000008885,de Noord,1674PM,2,,,Opperdoes,Niet gevonden
420200000001226,Oosterstraat,1654JJ,11,,ACHT,Benningbroek,Niet gevonden
420200000008214,Oostwouder Dorpsstraat,1678HB,67,,ACHT,Oostwoud,Niet gevonden
420200000000651,Plantsoenstraat,1657EB,2,B,VELD,Abbekerk,Niet gevonden
420200000000650,Plantsoenstraat,1657EB,2,A,VELD,Abbekerk,Niet gevonden
420200000009358,Spijkerboor,1678JA,8,,SCHU,Oostwoud,Niet gevonden
420200000001903,Tuinstraat,1691EP,45,,NST,Hauwert,Niet gevonden
420200000009831,Zuiderweg,1674PR,20,,TRAF,Opperdoes,Niet gevonden
420200000009776,Mient,1655KR,2,,GARA,Sijbekarspel,Niet gevonden
420200000023049,Dokter de Vriesstraat,1654JT,18,,ACHT,Benningbroek,Niet gevonden
420200000000274,Kerkweg,1657KC,1,,TO,Abbekerk,Niet gevonden
420200000000746,Rijksweg,1657EH,19,,zend,Abbekerk,Niet gevonden
420200000010081,Burgemeester Elmersstr,1655KE,29,C,,Sijbekarspel,Niet gevonden
420200000010045,Burgemeester Elmersstr,1655KE,29,B,,Sijbekarspel,Niet gevonden
420200000001344,Oosterstraat,1654JN,78,C,,Benningbroek,Niet gevonden
420200000001220,Oosterstraat,1654JJ,6,,TO,Benningbroek,Niet gevonden
420200000009057,Almersdorperweg,1674NX,26,,bedr,Opperdoes,Niet gevonden
420200000006394,Broerdijk,1679GK,28,,BEDR,Midwoud,Niet gevonden
420200000009105,Almersdorperweg,1674NX,30,,BIJ,Opperdoes,Niet gevonden
420200000008873,Almereweg,1674PS,10,,TRAF,Opperdoes,Niet gevonden
420200000009769,Dres,1655KL,14,G,,Sijbekarspel,Niet gevonden
420200000006522,Lent,1679WP,24,,VOLK,Midwoud,Niet gevonden
420200000000127,Druijfplaats,1657LX,6,,VOLK,Abbekerk,Niet gevonden
420200000010691,Beukenlaan,1676GS,45,,VOLK,Twisk,Niet gevonden
420200000008733,Heemraad Witweg,1678HJ,20,,VOLK,Oostwoud,Niet gevonden
420200000022750,Galgeweg,1674NA,1,T,,Opperdoes,Niet gevonden
420200000001257,Oosterstraat,1654JK,20,,SCHU,Benningbroek,Niet gevonden
420200000009809,Mient,1655KR,12,B,GARA,Sijbekarspel,Niet gevonden
420200000009810,Mient,1655KR,12,C,GARA,Sijbekarspel,Niet gevonden
420200000009811,Mient,1655KR,12,D,GARA,Sijbekarspel,Niet gevonden
420200000009149,Almersdorperweg,1674NW,39,,BENZ,Opperdoes,Niet gevonden
420200000009148,Almersdorperweg,1674NW,39,,GARA,Opperdoes,Niet gevonden
420200000009812,Mient,1655KR,12,E,GARA,Sijbekarspel,Niet gevonden
420200000008647,Heemraad Witweg,1678HJ,2,,BENZ,Oostwoud,Niet gevonden
420200000009925,Mient,1655KS,50,D,GARA,Sijbekarspel,Niet gevonden
420200000010702,Dorpsweg,1676GJ,141,,BEDR,Twisk,Niet gevonden
420200000009926,Mient,1655KS,50,E,GARA,Sijbekarspel,Niet gevonden
420200000008732,Heemraad Witweg,1678HJ,20,,BEDR,Oostwoud,Niet gevonden
420200000009260,Nieuweweg,1674PT,39,,RIOG,Opperdoes,Niet gevonden
420200000008206,Oosteinde,1678HS,8,,RIOG,Oostwoud,Niet gevonden
420200000001954,Mijnsherenweg,1658CA,14,,,Lambertschaag,Niet gevonden
420200000006776,Osseweid,1679GM,1,,ACHT,Midwoud,Niet gevonden
420200000009880,Zwartepad,1674NZ,19,,BEDR,Opperdoes,Niet gevonden
420200000001247,Oosterstraat,1654JM,59,,BEDR,Benningbroek,Niet gevonden
420200000000744,Rijksweg,1657EH,17,,TRAF,Abbekerk,Niet gevonden
420200000008167,Liederik,1678JC,38,,ACHT,Oostwoud,Niet gevonden
420200000006389,Broerdijk,1679GK,20,,ACHT,Midwoud,Niet gevonden
420200000008524,Broerdijk,1678HA,41,,ACHT,Oostwoud,Niet gevonden
420200000010977,Dorpsweg,1676GC,23,a,,Twisk,Niet gevonden
420200000007010,Korteling,1679VH,3,,ALGE,Midwoud,Niet gevonden
420200000009419,de Balk,1674PX,6,,,Opperdoes,0420200000024139
420200000010412,Fostedina,1676EA,31,,,Twisk,0420200000024299
420200000007782,Tripkouw,1679GJ,28,,ZEND,Midwoud,Niet gevonden
