BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
844200000136862,Gestelseweg,5481XD,14,,,Sint-Michielsgestel,0844200000128031
860200000008209,Goordonksedijk,5469TZ,27,,,Uden,Niet gevonden
860200000008210,Goordonksedijk,5469TZ,29,,,Uden,Niet gevonden
860200000008210,Goordonksedijk,5469TZ,29,,,Uden,Niet gevonden
860200000008209,Goordonksedijk,5469TZ,27,,,Uden,Niet gevonden
844200000136863,Gestelseweg,5481XD,16,,,Sint-Michielsgestel,0844200000128032
1948200000153872,Markt,5492AB,8,A,,Sint-Oedenrode,Niet gevonden
1948200000153874,Markt,5492AB,8,C,,Sint-Oedenrode,Niet gevonden
1948200000153875,Markt,5492AB,8,D,,Sint-Oedenrode,Niet gevonden
1948200000153876,Markt,5492AB,8,E,,Sint-Oedenrode,Niet gevonden
1948200000153873,Markt,5492AB,8,B,,Sint-Oedenrode,Niet gevonden
1948200000153938,Poolster,5482SX,36,,,Schijndel,Niet gevonden
1948200000153956,Boskantseweg,5492VC,94,A,,Sint-Oedenrode,Niet gevonden
1948200000153984,Kerkstraat,5469BM,21,B,,Erp,Niet gevonden
1948200000153992,Houterdsedijk,5482ZX,17,,,Schijndel,0844200000129224
