BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
424200000017336,Oude Papelaan,1384CA,1,,,Weesp,Niet gevonden
424200000017337,Oude Papelaan,1384CA,3,,,Weesp,Niet gevonden
424200000018001,Weesperweg,1384EA,5,,,Weesp,Niet gevonden
424200000018004,Weesperweg,1384EA,8,,,Weesp,Niet gevonden
424200000018001,Weesperweg,1384EA,5,,,Weesp,Niet gevonden
1942200000569002,Echolaan,,3,A,,Muiderberg,Niet gevonden
