BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
482200001264569,482200001264569,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,36,36,,,,,Alblasserdam,Alblasserdam,517810.49748786434,6776834.42702735
482200001269095,482200001269095,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,29,29,,,,,Alblasserdam,Alblasserdam,517921.8165424572,6776775.59370047
482200001263667,482200001263667,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,46,46,,,,,Alblasserdam,Alblasserdam,517786.94037968747,6776766.123416146
482200001264189,482200001264189,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,14,14,,,,,Alblasserdam,Alblasserdam,517853.28880416375,6776758.693448013
482200001268433,482200001268433,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,4,4,,,,,Alblasserdam,Alblasserdam,517829.4699766732,6776716.317015042
482200001266750,482200001266750,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,81,81,,,,,Alblasserdam,Alblasserdam,517777.98386654933,6776852.734000857
482200001266804,482200001266804,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,16,16,,,,,Alblasserdam,Alblasserdam,517854.80700188293,6776768.432313282
482200001269373,482200001269373,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,10,10,,,,,Alblasserdam,Alblasserdam,517843.75470504,6776742.391020322
482200001268214,482200001268214,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,93,93,,,,,Alblasserdam,Alblasserdam,517757.4140610794,6776808.769246427
482200001266889,482200001266889,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,75,75,,,,,Alblasserdam,Alblasserdam,517787.4688900878,6776873.898030341
482200001271478,482200001271478,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,89,89,,,,,Alblasserdam,Alblasserdam,517765.35633389925,6776822.624867454
482200001265580,482200001265580,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,32,32,,,,,Alblasserdam,Alblasserdam,517826.74198152823,6776826.488825894
482200001269039,482200001269039,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,5,5,,,,,Alblasserdam,Alblasserdam,517879.85968936083,6776688.467947104
482200001266647,482200001266647,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,65,65,,,,,Alblasserdam,Alblasserdam,517808.1207896518,6776909.760845426
482200001267604,482200001267604,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,20,20,,,,,Alblasserdam,Alblasserdam,517865.9574185463,6776784.751163783
482200001267172,482200001267172,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,24,24,,,,,Alblasserdam,Alblasserdam,517873.87534376024,6776801.0372684505
482200001270180,482200001270180,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,105,105,,,,,Alblasserdam,Alblasserdam,517731.97932818974,6776766.375861325
482200001264869,482200001264869,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,2,2,,,,,Alblasserdam,Alblasserdam,517826.3192205635,6776708.182218325
482200001264019,482200001264019,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,49,49,,,,,Alblasserdam,Alblasserdam,517917.073639544,6776845.230945599
482200001266879,482200001266879,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,28,28,,,,,Alblasserdam,Alblasserdam,517844.6027150102,6776818.566987369
482200001265954,482200001265954,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,18,18,,,,,Alblasserdam,Alblasserdam,517861.17399379646,6776778.220344621
482200001268370,482200001268370,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,13,13,,,,,Alblasserdam,Alblasserdam,517887.62234805006,6776720.147675835
482200001268347,482200001268347,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,6,6,,,,,Alblasserdam,Alblasserdam,517832.6207390798,6776724.451818659
482200001265013,482200001265013,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,15,15,,,,,Alblasserdam,Alblasserdam,517893.21388672106,6776726.686621747
482200001267582,482200001267582,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,79,79,,,,,Alblasserdam,Alblasserdam,517783.56722859683,6776860.08334512
482200001264836,482200001264836,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,67,67,,,,,Alblasserdam,Alblasserdam,517805.7863013439,6776900.823824971
482200001268455,482200001268455,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,35,35,,,,,Alblasserdam,Alblasserdam,517934.52622308995,6776797.600311892
482200001268218,482200001268218,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,41,41,,,,,Alblasserdam,Alblasserdam,517944.8115645426,6776819.582411594
482200001264324,482200001264324,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,21,21,,,,,Alblasserdam,Alblasserdam,517908.3641330218,6776747.097298176
482200001268325,482200001268325,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,77,77,,,,,Alblasserdam,Alblasserdam,517786.726179077,6776867.40809321
482200001269871,482200001269871,Groen van Prinstererstr,Groen van Prinstererstraat,2953BB,2953BB,37,37,,,,,Alblasserdam,Alblasserdam,517936.87715135736,6776804.916760494
482200001270275,482200001270275,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,34,34,,,,,Alblasserdam,Alblasserdam,517818.6115631268,6776831.268143018
482200001263300,482200001263300,Groen van Prinstererstr,Groen van Prinstererstraat,2953BD,2953BD,87,87,,,,,Alblasserdam,Alblasserdam,517769.3233902366,6776829.957790438
482200001265617,482200001265617,Groen van Prinstererstr,Groen van Prinstererstraat,2953BE,2953BE,58,58,,,,,Alblasserdam,Alblasserdam,517764.78721469693,6776718.901939681
