BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
397200000012587,397200000012587,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,52,52,,,,,Heemstede,Heemstede,513916.70737630216,6864294.4989185715
397200000002691,397200000002691,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,54,54,,,,,Heemstede,Heemstede,513928.0224556749,6864306.086266087
397200000013535,397200000013535,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,56,56,,,,,Heemstede,Heemstede,513932.7328258876,6864324.155658029
397200000000243,397200000000243,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,58,58,,,,,Heemstede,Heemstede,513937.49532417435,6864337.311304395
397200000008357,397200000008357,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,60,60,,,,,Heemstede,Heemstede,513945.4733797418,6864355.415583267
397200000002787,397200000002787,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RH,2101RH,62,62,,,,,Heemstede,Heemstede,513943.717981835,6864366.863696026
397200000005723,397200000005723,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RJ,2101RJ,84,84,,,,,Heemstede,Heemstede,514088.8262726059,6864803.095120205
397200000003028,397200000003028,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RJ,2101RJ,86,86,,,,,Heemstede,Heemstede,514089.87750763074,6864811.228533518
397200000005406,397200000005406,Burgemeester v Lennepwg,Burgemeester van Lennepweg,2101RJ,2101RJ,88,88,,,,,Heemstede,Heemstede,514099.19015050324,6864833.160026642
397200000013523,397200000013523,Burgemeester V Rappardln,Burgemeester van Rappardlaan,2104WR,2104WR,1,1,,,,,Heemstede,Heemstede,513808.14190538833,6861841.011074586
