BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1507202000509099,Hazenkampweg,5964PE,29,,,Meterik,01507200000003625
1507202000509103,Herenbosweg,5962NW,7,,,Melderslo,01507200000003894
1507202000509090,Tienrayseweg,5961NL,16,,,Horst,01507200000010967
1507202000509051,Houthuizerweg,5973RG,16,a,,Lottum,01507200000004738
1507202000509067,Kraaienhoflaan,5973PB,2,,,Lottum,01507200000005772
1507202000509098,Grubbenvorsterweg,5973NB,32,a,,Lottum,01507200000003484
1507202000508992,Americaanseweg,5961GN,35,,,Horst,01507200000000175
1507202000508993,Americaanseweg,5961GN,35,,,Horst,01507200000000175
1507202000508994,Americaanseweg,5961GN,35,,,Horst,01507200000000175
1507202000508995,Americaanseweg,5961GN,35,,,Horst,01507200000000175
1507202000508996,Americaanseweg,5961GN,35,,,Horst,01507200000000175
1507202000509075,Witveldweg,5971NS,5,,,Grubbenvorst,01507200000012914
1507202000509070,Smalebrook,5973KE,1,,,Lottum,01507200000010002
1507202000509077,Americaanseweg,5961GN,41,,,Horst,01507200000000188
1507202000509089,Schoolstraat,5961EH,90,,,Horst,01507200000009799
1507202000509097,Grubbenvorsterweg,5973NB,30,,,Lottum,01507200000003479
1507202000509095,Genenberg,5872AL,16,a,,Broekhuizen,01507200000003239
1507202000508997,Witveldweg,5961ND,100,,,Horst,01507200000012944
1507202000509091,Eikelenbosserdijk,5962NV,10,,,Melderslo,01507200000002606
1507202000509073,Stokterweg,5872AX,12,,,Broekhuizen,01507200000010314
1507202000509081,Americaanseweg,5976ND,43,,,Kronenberg,01507201000004924
1507202000509049,Heesbeemd,5976NN,1,,,Kronenberg,01507201000009046
1507202000509050,Hoogbroek,5975NH,19,,,Sevenum,01507201000006022
1507202000509071,Gelderdijk,5975NT,15,,,Sevenum,01507201000005785
1507202000509101,Helenaveenseweg,5975MS,8,b,,Sevenum,01507201000005965
1507202000509092,Gelderdijk,5975NT,2,,,Sevenum,01507201000005779
1507202000509072,Steinhagenstraat,5975BG,52,,,Sevenum,01507201000007985
1507202000509068,Schorfvenweg,5976PJ,6,,,Kronenberg,01507201000007689
1507202000509069,Schorfvenweg,5976PJ,6,,,Kronenberg,01507201000007689
1507202000509082,Blaktdijk,5976NB,34,,,Kronenberg,01507201000004976
1507202000509087,De Cocq van Haeftenstr,5864BA,29,,,Meerlo,Niet gevonden
1507202000509088,De Cocq van Haeftenstr,5864BA,29,,,Meerlo,Niet gevonden
1507202000508971,Gasthuisstraat,5961GA,27,,,Horst,01507200000003057
1507202000509006,Venrayseweg,5961AG,30,,,Horst,01507200000011971
1507202000509096,Luttelseweg,5975VW,20,,,Sevenum,01507201000006397
1507202000509114,Venrayseweg,5961AE,65,,,Horst,01507200000012006
1507202000509115,Houthuizerweg,5973RG,16,a,,Lottum,01507200000004738
1507202000509166,Kloosterstraat,5961GE,12,,,Horst,01507200000005517
1507202000509167,Loevestraat,5961TV,11,,,Horst,01507200000006418
1507202000509168,Klassenweg,5975PR,47,,,Sevenum,01507201000006224
1507202000509175,Kloosterstraat,5865AA,10,,,Tienray,01507202000002135
1507202000509189,St. Jorisweg,5963ND,32,,,Hegelsom,01507200000010696
1507202000509190,Steenstraat,5961EV,2,,,Horst,01507200000010250
1507202000509317,Reindonkerweg,5966NC,4,,,America,01507200000009250
1507202000509074,Stokterweg,5872AX,12,,,Broekhuizen,01507200000010314
