BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
848200000008340,Saturnusstraat,5694TJ,8,,Ga1,Son en Breugel,0848200000363356
848200000008597,Waterjuffer,5692WV,1,,,Son en Breugel,0848200000363372
848200000008599,Waterjuffer,5692WV,5,,,Son en Breugel,Niet gevonden
848200000008604,Waterjuffer,5692WV,15,,,Son en Breugel,0848200000363797
848200000008597,Waterjuffer,5692WV,1,,,Son en Breugel,0848200000363372
