BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
158200000139498,Aert van Nesstraat,7482BV,7,,,Haaksbergen,Niet gevonden
158200000139499,Aert van Nesstraat,7482BV,9,,,Haaksbergen,Niet gevonden
158200000139502,Aert van Nesstraat,7482BV,15,,,Haaksbergen,Niet gevonden
