BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
262200000016889,Hoeflingweg,7241CH,14,,,Lochem,Niet gevonden
285200000101638,Hoofdweg,7382BD,7,,,Klarenbeek,Niet gevonden
