BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
965200000819613,Stationstraat,6369VG,29,d,,Simpelveld,0965200000815783
899200000278608,Markt,6446AD,1,,,Brunssum,Niet gevonden
