BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
797200000826318,Duinweg,5151RK,33,T,,Drunen,Niet gevonden
797200000826529,Industriepark Vliedberg,5251RG,16,Z,,Vlijmen,Niet gevonden
797200000826301,De Hoeven,5256VS,64,A,,Haarsteeg,Niet gevonden
797200000826548,Spoorlaan,5151DE,40,Z,,Drunen,Niet gevonden
797200000826545,Prins Hendrikstraat,5151GB,76,B,,Drunen,Niet gevonden
797200000826546,Prins Hendrikstraat,5151GB,78,A,,Drunen,Niet gevonden
797200000826540,Middelweg,5253CA,16,A,,Nieuwkuijk,Niet gevonden
797200000826321,Grote Kerk,5251AA,13,,TANK,Vlijmen,Niet gevonden
797200000826558,Lariksstraat,5253BN,1,T,,Nieuwkuijk,Niet gevonden
797200000826559,Mandenmaker,5253RC,14,T,,Nieuwkuijk,Niet gevonden
797200000826561,Voordijk,5251VC,10,T,,Vlijmen,Niet gevonden
797200000826562,Veldweg,5254VW,7,T,,Haarsteeg,Niet gevonden
797200000826570,Burg vd Heijdenstraat,5151HK,1,T,,Drunen,Niet gevonden
797200000826567,Laan van Oceanie,5152HB,24,T,,Drunen,Niet gevonden
797200000826566,Canberra,5152GK,2,T,,Drunen,Niet gevonden
797200000826565,Ophovenseweg,5256VX,1,T,,Herpt,Niet gevonden
797200000826564,Zeggelaarseweg,5256NZ,3,T,,Hedikhuizen,Niet gevonden
797200000827052,Kerkstraat,5253AP,14,E,,Nieuwkuijk,Niet gevonden
797200000827010,Spoorlaan,5151DE,40,T,,Drunen,Niet gevonden
797200000827011,Ambrosiushof,5254HD,42,T,,Haarsteeg,Niet gevonden
797200000827012,Waterspin,5251GK,19,T,,Vlijmen,Niet gevonden
797200000826538,Marijnenlaan,5251SB,79,T,,Vlijmen,Niet gevonden
797200000827190,Irenestraat,,40,B,,Oudheusden,Niet gevonden
797200000826319,Elshoutseweg,5154AS,6,T,,Elshout,Niet gevonden
797200000826320,Giersbergen,5151RG,13,,,Drunen,Niet gevonden
797200000826530,Industrieweg,5256PN,8,T,,Heesbeen,Niet gevonden
797200000826323,Haarsteegsestraat,5254JP,103,T,,Haarsteeg,Niet gevonden
797200000826531,Julianastraat,5251EC,19,T,,Vlijmen,Niet gevonden
797200000826555,Voordijk,5251VC,2,T,,Vlijmen,Niet gevonden
797200000826556,Wolput,5251CH,94,T,,Vlijmen,Niet gevonden
797200000826412,Het Zand,5254VT,10,,HM85,Haarsteeg,Niet gevonden
797200000826416,Heusdenseweg,5254VV,31,,HM86,Haarsteeg,Niet gevonden
797200000826420,Klein Bernse Hoeve,5254KA,14,,HM87,Haarsteeg,Niet gevonden
797200000826433,Oude Haven,5254KB,33,,HM88,Haarsteeg,Niet gevonden
797200000826436,Oude Haven,5254KB,12,,HM89,Haarsteeg,Niet gevonden
797200000826437,Brugkamp,,4,,HM90,Haarsteeg,Niet gevonden
797200000826438,Brugkamp,,2,,HM91,Haarsteeg,Niet gevonden
797200000826447,Vergereindseweg,5254KE,2,,HM92,Haarsteeg,Niet gevonden
797200000826451,Vergereindseweg,5254KE,6,,HM94,Haarsteeg,Niet gevonden
797200000826454,De Maashoevenweg,5254VH,2,,HM95,Haarsteeg,Niet gevonden
797200000826456,De Maashoevenweg,5254VH,1,,HM96,Haarsteeg,Niet gevonden
797200000826457,De Maashoevenweg,5254VH,1,,HM97,Haarsteeg,Niet gevonden
797200000826541,Middelweg,5253CA,38,T,,Nieuwkuijk,Niet gevonden
797200000826449,Vergereindseweg,5254KE,4,,HM93,Haarsteeg,Niet gevonden
797200000826460,Hooibroeksesteeg,5154EM,1,T,,Elshout,Niet gevonden
797200000826322,Grotestraat,5256PB,2,R,,Heesbeen,Niet gevonden
797200000826969,Europalaan,5252BB,4,T,,Vlijmen,0797200000026628
797200000826552,Theodorus Rijkenstraat,5154AK,24,T,,Elshout,Niet gevonden
797200000826536,Lambertusstraat,5256TB,10,R,,Hedikhuizen,Niet gevonden
797200000826550,Sportlaan,5151RZ,17,T,,Drunen,Niet gevonden
797200000826535,Kasteeldreef,5151RS,26,T,,Drunen,Niet gevonden
797200000826537,Lissabonring,5152NV,37,T,,Drunen,Niet gevonden
797200000826543,Oranjelaan,5251JK,59,T,,Vlijmen,Niet gevonden
797200000826542,Mortelweg,5251CZ,1,T,,Vlijmen,Niet gevonden
797200000826968,Kapelstraat,5154AX,60,T,,Elshout,0797200000030415
797200000826532,Kanaalweg,5151RA,1,,,Drunen,Niet gevonden
797200000826329,Gorseweide,9999ZZ,2,,HM72,Elshout,Niet gevonden
797200000826331,Gorseweide,9999ZZ,7,,HM74,Elshout,Niet gevonden
797200000826332,Gorseweide,9999ZZ,9,,HM75,Elshout,Niet gevonden
797200000826333,Gorseweide,9999ZZ,11,,HM76,Elshout,Niet gevonden
797200000826334,Heusdenseweg,9999ZZ,24,,HM77,Elshout,Niet gevonden
797200000826335,Oosterseweg,9999ZZ,2,,HM78,Elshout,Niet gevonden
797200000826967,Deken Coppensstraat,5151HE,7,T,,Drunen,0797200000025501
797200000826539,Meliepark,5251EL,18,T,,Vlijmen,Niet gevonden
797200000826551,Steenweg,5256KA,14,T,,Oudheusden,Niet gevonden
797200000826324,Zeedijk,5154PA,5,A,HM71,Elshout,Niet gevonden
797200000826330,Gorseweide,9999ZZ,4,,HM73,Elshout,Niet gevonden
797200000826396,Mariendonkstraat,5154EH,40,,HM79,Elshout,Niet gevonden
797200000826399,Mariendonkstraat,5154EG,47,A,HM81,Elshout,Niet gevonden
797200000826401,De Hoeven,5256VS,56,,HM82,Haarsteeg,Niet gevonden
797200000826403,De Hoeven,5256VS,62,A,HM83,Haarsteeg,Niet gevonden
797200000826554,Vermeerstraat,5256HL,18,Z,,Oudheusden,Niet gevonden
797200000826397,Mariendonkstraat,5154EG,47,A,HM80,Elshout,Niet gevonden
797200000826409,Het Zand,5254VT,10,,HM84,Haarsteeg,Niet gevonden
797200000826553,Torenstraat,5151JR,150,Z,,Drunen,Niet gevonden
797200000827115,Hollandlaan,5152GC,3,T,,Drunen,Niet gevonden
797200000826533,Kapelstraat,5154AV,47,B,,Elshout,Niet gevonden
797200000826534,Kapelstraat,5154AX,66,A,,Elshout,Niet gevonden
797200000826544,Pelsestraat,5256AT,17,A,,Heusden,Niet gevonden
797200000827070,Mommersteeg,5254VN,94,,,Haarsteeg,0797200000033207
797200000827066,Prins Hendrikstraat,5151GB,80,A,,Drunen,0797200000035690
797200000827117,Kerkstraat,5253AP,14,T,,Nieuwkuijk,Niet gevonden
797200000826569,Honderdbunderweg,5151RJ,15,T,,Drunen,Niet gevonden
797200000826571,Kampgraafweg,,1,T,,Elshout,Niet gevonden
797200000827116,Kanaalweg,5151RA,5,T,,Drunen,Niet gevonden
797200000826563,Mandenmaker,5253RC,12,T,,Nieuwkuijk,Niet gevonden
797200000826568,Overstortweg,5151AD,8,T,,Drunen,Niet gevonden
797200000827118,Nieuwe Maasdijk,5256NX,14,T,,Heesbeen,Niet gevonden
797200000826557,Molenstraat,5251EN,1,T,,Vlijmen,Niet gevonden
797200000826560,Mandenmaker,5253RC,30,T,,Nieuwkuijk,Niet gevonden
797200000826317,De Gemeint,5251VB,1,C,,Vlijmen,Niet gevonden
797200000826549,Sportlaan,5151RK,10,A,,Drunen,Niet gevonden
797200000827058,Waterpoort,5256AX,2,A,,Heusden,Niet gevonden
