BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
302200000293953,Harderwijkerweg,,299,e,,Hulshorst,Niet gevonden
302200000293952,Harderwijkerweg,,299,d,,Hulshorst,Niet gevonden
302200000194226,Plaggeweg,8076PM,90,,0105,Vierhouten,Niet gevonden
302200000297493,Randmeerweg,8071SH,14,,0052,Nunspeet,Niet gevonden
302200000297489,Randmeerweg,,14,,0018,Nunspeet,Niet gevonden
302200000297482,Randmeerweg,8071SH,14,,0011,Nunspeet,Niet gevonden
302200000297482,Randmeerweg,8071SH,14,,0011,Nunspeet,Niet gevonden
302200000297483,Randmeerweg,,14,,0012,Nunspeet,Niet gevonden
302200000297484,Randmeerweg,,14,,0013,Nunspeet,Niet gevonden
302200000297368,Ronding,8072TB,1,,,Nunspeet,Niet gevonden
302200000297487,Randmeerweg,,14,,0016,Nunspeet,Niet gevonden
302200000297486,Randmeerweg,,14,,0015,Nunspeet,Niet gevonden
302200000297455,Elburgerweg,,91,,,Nunspeet,Niet gevonden
302200000297473,Randmeerweg,,8,,0417,Nunspeet,Niet gevonden
302200000297476,Kaarboom,,16,,,Nunspeet,Niet gevonden
302200000297477,Kaarboom,,18,,,Nunspeet,Niet gevonden
302200000297478,Kaarboom,,20,,,Nunspeet,Niet gevonden
302200000297479,Kaarboom,,22,,,Nunspeet,Niet gevonden
302200000297480,Gruppendelerweg,8071WK,33,,,Nunspeet,Niet gevonden
302200000297475,Kaarboom,,14,,,Nunspeet,Niet gevonden
302200000297474,Elspeterweg,8071BP,61,,0098,Nunspeet,Niet gevonden
