BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
1783200000083474,1783200000083474,Europa,Europa,2675KM,2672ZX,1,1.0,,,,,Honselersdijk,Naaldwijk,470501.6665701887,6798840.844819904
1783200000079170,1783200000079170,Hovenierstraat,Hovenierstraat,2671HW,2671DB,97,97.0,,,,,Naaldwijk,Naaldwijk,468792.2404322951,6800782.118187728
1783200000075191,1783200000075191,De Hoge Bomen,Galgeweg,2671NZ,2671MR,3,35.0,A,,,,Naaldwijk,Naaldwijk,468819.95057930105,6796442.730806982
1783200000015080,1783200000015080,Rusthovenlaan,Enthovenlaan,2691JT,2691MX,30,1.0,,,,,'s-Gravenzande,'s-Gravenzande,465125.1802859034,6801790.242538482
1783200000029420,1783200000029420,Dijkpolderlaan,Kolk,2685VT,2685WC,4,4.0,,,,,Poeldijk,Poeldijk,470116.04277255194,6804845.914561732
1783200000082916,1783200000082916,Honderdland,Oudedijk,,,12,12.0,A,A,,,Maasdijk,Maasdijk,469401.8056480678,6794329.006690641
1783200000045650,1783200000045650,Kornalijn,Kornalijn,2691TC,2691TB,174,120.0,,,,,'s-Gravenzande,'s-Gravenzande,463930.51529578265,6799301.807728884
1783200000015080,1783200000015080,Rusthovenlaan,Enthovenlaan,2691JT,2691MX,30,1.0,,,,,'s-Gravenzande,'s-Gravenzande,465125.1802859034,6801790.242538482
1783200000015510,1783200000015510,Tomatenlaan,Vlotwateringpad,2691JZ,2691JZ,1,1.0,,,,,'s-Gravenzande,'s-Gravenzande,463361.9079645056,6803354.249272693
1783200000044711,1783200000044711,Middenzwet,Van Luyklaan,2291HH,2291HH,15,15.0,,,,,Wateringen,Wateringen,475578.9393763734,6801588.57127924
1783200000084623,1783200000084623,Laak,Ham,,2685WG,1,1.0,,,,,Poeldijk,Poeldijk,469886.3719882448,6804949.084281481
1783200000084628,1783200000084628,Laak,Laak,,2685WH,11,9.0,,,,,Poeldijk,Poeldijk,469847.75354690815,6804983.717074587
1783200000084626,1783200000084626,Laak,Laak,,2685WH,7,5.0,,,,,Poeldijk,Poeldijk,469862.9970545627,6804969.327582532
1783200000084625,1783200000084625,Laak,Laak,,2685WH,5,3.0,,,,,Poeldijk,Poeldijk,469870.4562518702,6804963.114932972
1783200000084624,1783200000084624,Laak,Laak,,2685WH,3,1.0,,,,,Poeldijk,Poeldijk,469878.45851451566,6804957.024864397
1783200000084627,1783200000084627,Laak,Laak,,2685WH,9,7.0,,,,,Poeldijk,Poeldijk,469857.60631732666,6804977.246986198
1783200000086957,1783200000086957,ABC Westland,ABC Westland,2685DC,2685DB,225,199.0,,,,,Poeldijk,Poeldijk,470619.4994381952,6806083.931991203
