BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
246200000000046,246200000000046,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,1,1,,,,,Heerde,Heerde,671548.8404415903,6870561.151385727
246200000000064,246200000000064,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,3,3,,,,,Heerde,Heerde,671524.3865778124,6870569.566577801
246200000000073,246200000000073,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,4,4,,,,,Heerde,Heerde,671536.1820601668,6870608.805709999
246200000000079,246200000000079,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,5,5,,,,,Heerde,Heerde,671503.1883334892,6870576.313284211
246200000000080,246200000000080,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,6,6,,,,,Heerde,Heerde,671528.0210132863,6870610.517966315
246200000000081,246200000000081,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,7,7,,,,,Heerde,Heerde,671485.2602895119,6870583.0307489
246200000000082,246200000000082,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,8,8,,,,,Heerde,Heerde,671510.1074789917,6870618.874744355
246200000000083,246200000000083,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,9,9,,,,,Heerde,Heerde,671465.6970963209,6870589.762771572
246200000000047,246200000000047,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,10,10,,,,,Heerde,Heerde,671501.9609793946,6870622.226206657
246200000000048,246200000000048,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,11,11,,,,,Heerde,Heerde,671447.7689911718,6870596.480163986
246200000000049,246200000000049,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,12,12,,,,,Heerde,Heerde,671484.0182732561,6870627.304475166
246200000000050,246200000000050,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,13,13,,,,,Heerde,Heerde,671426.5706118583,6870603.226691181
246200000000051,246200000000051,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,14,14,,,,,Heerde,Heerde,671475.8717542875,6870630.655914567
246200000000052,246200000000052,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,15,15,,,,,Heerde,Heerde,671407.0073205868,6870609.958588115
246200000000053,246200000000053,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,16,16,,,,,Heerde,Heerde,671457.9290129103,6870635.734130241
246200000000054,246200000000054,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,17,17,,,,,Heerde,Heerde,671387.4439966223,6870616.690443132
246200000000055,246200000000055,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,18,18,,,,,Heerde,Heerde,671449.7824745702,6870639.085546756
246200000000056,246200000000056,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,19,19,,,,,Heerde,Heerde,671369.5157663304,6870623.40768372
246200000000057,246200000000057,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,20,20,,,,,Heerde,Heerde,671430.2191160815,6870645.8175300285
246200000000058,246200000000058,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,21,21,,,,,Heerde,Heerde,671340.1561418998,6870631.8660977855
246200000000059,246200000000059,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,22,22,,,,,Heerde,Heerde,671422.0725560293,6870649.1689227
246200000000061,246200000000061,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,24,24,,,,,Heerde,Heerde,671404.1297394799,6870654.247030134
246200000000062,246200000000062,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,26,26,,,,,Heerde,Heerde,671395.9686184269,6870655.959162239
246200000000063,246200000000063,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,28,28,,,,,Heerde,Heerde,671366.6234394995,6870666.056946429
246200000000066,246200000000066,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,32,32,,,,,Heerde,Heerde,671130.3690879794,6870763.242930276
246200000000067,246200000000067,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,34,34,,,,,Heerde,Heerde,671120.601614761,6870768.247851544
246200000000068,246200000000068,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,35,35,,,,,Heerde,Heerde,671103.7286778426,6870709.379882107
246200000000069,246200000000069,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,36,36,,,,,Heerde,Heerde,671101.081114091,6870779.89693089
246200000000070,246200000000070,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,37,37,,,,,Heerde,Heerde,671093.9612530353,6870714.384737725
246200000000071,246200000000071,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,38,38,,,,,Heerde,Heerde,671091.3136025517,6870784.901826953
246200000000072,246200000000072,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,39,39,,,,,Heerde,Heerde,671072.7912195891,6870724.4089354705
246200000000074,246200000000074,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,40,40,,,,,Heerde,Heerde,671070.1433813716,6870794.926105242
246200000000075,246200000000075,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,41,41,,,,,Heerde,Heerde,671061.3886088732,6870729.42827333
246200000000076,246200000000076,A Lijphartlaan,A. Lijphartlaan,8181XN,8181XN,42,42,,,,,Heerde,Heerde,671060.3758324453,6870799.930973097
246200000000077,246200000000077,A Lijphartlaan,A. Lijphartlaan,8181XP,8181XP,43,43,,,,,Heerde,Heerde,671043.4887966576,6870739.423391449
