BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
243200001382616,Groene Zoomweg,3845LL,49,,,Harderwijk,Niet gevonden
243200001387799,Hondegatstraat,3841CG,11,,,Harderwijk,0243200001345477
243200001378249,Van Leeuwenhoekstraat,3846CA,33,,,Harderwijk,Niet gevonden
243200001387801,Hondegatstraat,3841CG,11,A,,Harderwijk,Niet gevonden
243200001387803,Hondegatstraat,3841CG,11,B,,Harderwijk,Niet gevonden
243200001387805,Hondegatstraat,3841CG,11,C,,Harderwijk,Niet gevonden
243200001387807,Hondegatstraat,3841CG,11,D,,Harderwijk,Niet gevonden
