BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
209200000009419,209200000009419,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,1,1,,,,,Winssen,Winssen,634970.3033161226,6778718.730701824
209200000009420,209200000009420,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,2,2,,,,,Winssen,Winssen,635004.4171331944,6778755.862740251
209200000009423,209200000009423,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,5,5,,,,,Winssen,Winssen,634937.9896871136,6778723.7346812
209200000009424,209200000009424,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,6,6,,,,,Winssen,Winssen,634972.1033775365,6778760.866879157
209200000009425,209200000009425,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,7,7,,,,,Winssen,Winssen,634918.6169789709,6778730.302970408
209200000009426,209200000009426,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,8,8,,,,,Winssen,Winssen,634952.7235614144,6778765.814380805
209200000009427,209200000009427,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,9,9,,,,,Winssen,Winssen,634908.9235748282,6778731.966206821
209200000009422,209200000009422,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,4,4,,,,,Winssen,Winssen,634983.4135492304,6778759.196489792
209200000009421,209200000009421,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,3,3,,,,,Winssen,Winssen,634947.6830754176,6778722.071411582
209200000009428,209200000009428,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,10,10,,,,,Winssen,Winssen,634909.1206480974,6778777.351325846
209200000009430,209200000009430,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,12,12,,,,,Winssen,Winssen,634909.1628784142,6778787.076741363
209200000009431,209200000009431,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,13,13,,,,,Winssen,Winssen,634873.3974649598,6778741.846730183
209200000009432,209200000009432,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,14,14,,,,,Winssen,Winssen,634909.2051088475,6778796.802168478
209200000009433,209200000009433,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,15,15,,,,,Winssen,Winssen,634849.1744288367,6778748.43601376
209200000009434,209200000009434,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,16,16,,,,,Winssen,Winssen,634909.3106854423,6778821.115786996
209200000009435,209200000009435,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,18,18,,,,,Winssen,Winssen,634909.3529162845,6778830.841254703
209200000009211,209200000009211,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,16,16,,,,,Ewijk,Ewijk,638314.3416990937,6776799.058870889
209200000009531,209200000009531,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,19,19,,,,,Winssen,Winssen,634826.5821424223,6778758.259985481
209200000009532,209200000009532,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,20,20,,,,,Winssen,Winssen,634799.3149678509,6778808.62760888
209200000009533,209200000009533,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,21,21,,,,,Winssen,Winssen,634807.2022433192,6778763.207136235
209200000009214,209200000009214,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,22,22,,,,,Ewijk,Ewijk,638332.028928097,6776779.527725182
209200000009534,209200000009534,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,22,22,,,,,Winssen,Winssen,634784.7852031782,6778813.5536316065
209200000009215,209200000009215,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,24,24,,,,,Ewijk,Ewijk,638336.8470879594,6776773.022505557
209200000009535,209200000009535,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,23,23,,,,,Winssen,Winssen,634786.226613872,6778773.023976714
209200000009536,209200000009536,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,24,24,,,,,Winssen,Winssen,634768.6456730484,6778820.107569799
209200000009212,209200000009212,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,18,18,,,,,Ewijk,Ewijk,638320.7762349678,6776792.545908971
209200000009213,209200000009213,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,20,20,,,,,Ewijk,Ewijk,638325.5944115783,6776786.040685643
209200000009217,209200000009217,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,28,28,,,,,Ewijk,Ewijk,638356.1350993102,6776750.242638883
209200000009218,209200000009218,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,30,30,,,,,Ewijk,Ewijk,638357.7050917841,6776740.511932341
209200000009216,209200000009216,Burgemeester Blessingln,Burgemeester Blessinglaan,6644DC,6644DC,26,26,,,,,Ewijk,Ewijk,638352.941035436,6776758.36060428
209200000009540,209200000009540,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,29,29,,,,,Winssen,Winssen,634728.1146743958,6778794.348653109
209200000009537,209200000009537,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,25,25,,,,,Winssen,Winssen,634774.9233935016,6778776.31499407
209200000009538,209200000009538,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BL,6645BL,26,26,,,,,Winssen,Winssen,634752.5061168058,6778826.661481027
209200000009539,209200000009539,Wethouder v Beuningenstr,Wethouder van Beuningenstraat,6645BK,6645BK,27,27,,,,,Winssen,Winssen,634755.564442719,6778786.124740994
