BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
826200000029568,826200000029568,Wilhelminakanaal Noord,Thorbeckestraat,4902VR,4902VP,11,37,A,,,,Oosterhout,Oosterhout,541868.25108739,6733731.540413236
826200000029569,826200000029569,Wilhelminakanaal Noord,Thorbeckestraat,4902VR,4902VP,11,35,B,,,,Oosterhout,Oosterhout,541858.9271489189,6733734.0255713
826200000029570,826200000029570,Wilhelminakanaal Noord,Thorbeckestraat,4902VR,4902VP,11,33,C,,,,Oosterhout,Oosterhout,541849.4531542275,6733736.58379931
826200000029571,826200000029571,Wilhelminakanaal Noord,Thorbeckestraat,4902VR,4902VP,11,39,,,,,Oosterhout,Oosterhout,541877.7522648468,6733729.001703526
826200000028111,826200000028111,Veerseweg,Koppelpaardenhof,4901ZE,4901PM,54,1,E,,,,Oosterhout,Oosterhout,542817.7092584585,6736515.835537426
826200000030812,826200000030812,Hamerbijl,Bronstijd,,,15,2,A,A,,,Oosterhout,Oosterhout,537698.9873678237,6737043.748448409
826200000031595,826200000031595,Veerseweg,Koppelpaardenhof,4901ZE,4901PM,54,9,B,,,,Oosterhout,Oosterhout,542695.0687316017,6736417.874360473
826200000031721,826200000031721,Veerseweg,Koppelpaardenhof,4901ZE,4901PM,54,7,C,,,,Oosterhout,Oosterhout,542749.4612287981,6736420.376529598
826200000031553,826200000031553,Veerseweg,Koppelpaardenhof,4901ZE,4901PM,54,5,D,,,,Oosterhout,Oosterhout,542789.5132683825,6736438.517618948
