BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
281200000056722,Sir Rowland Hillstraat,4004JT,15,,,Tiel,Niet gevonden
281200000066594,Oliemolenwal,4001AW,81,,,Tiel,0281200000052404
281200000056720,Sir Rowland Hillstraat,4004JT,19,,,Tiel,Niet gevonden
281200000056722,Sir Rowland Hillstraat,4004JT,15,,,Tiel,Niet gevonden
281200000056720,Sir Rowland Hillstraat,4004JT,19,,,Tiel,Niet gevonden
281200000066650,Oliemolenwal,4001AV,25,,,Tiel,Niet gevonden
281200000061426,Waterstraat,4001AR,100,,,Tiel,Niet gevonden
281200000067288,Zoutkeetstraatje,4001LX,14,,,Tiel,0281200000063407
281200000066127,De Prinsenhof,4004LN,15,,,Tiel,Niet gevonden
