BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
569200000483725,Koekoekstraat,2421XH,1,,,Nieuwkoop,0569200000014960
569200000482801,A.H. Kooistrastraat,2441CP,130,,,Nieuwveen,0569200000153383
612200000035645,Anjerstraat,3202GE,10,A,,Spijkenisse,Niet gevonden
