BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
823200000008830,Eindhovensedijk,5688GN,42,,,Oirschot,Niet gevonden
823200000015323,Ontginningsweg,5091KN,4,A,,Oost West en Middelbeers,0823200000009505
