BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
344200000161813,Vulcanusdreef,3561CA,1,,,Utrecht,0344200000037936
344200000174041,St.-Jacobsstraat,,300,,,Utrecht,Niet gevonden
344200000160735,Ambachtsweg,3542DH,54,,,Utrecht,Meer dan een nummeraanduiding
344200000161246,Vliegend Hertlaan,3526KT,77,,,Utrecht,0344200000113818
344200000160196,Kanaalweg,3533HH,93,D,,Utrecht,0344200000087169
344200000180416,Hof van Monaco,3541DT,1,,,Utrecht,Niet gevonden
344200000160513,Orteliuslaan,3528BE,881,,,Utrecht,0344200000116933
344200000160673,Vliegend Hertlaan,3526KT,17,,,Utrecht,0344200000117457
344200000159867,Nevadadreef,3565CC,32,,,Utrecht,0344200000128365
344200000159888,Demkaweg,3555HW,17,A,,Utrecht,0344200000083698
344200000169600,Locomotiefstraat,3534BK,8,A,,Utrecht,Niet gevonden
344200000161019,Laan van Puntenburg,3511ER,2,A,,Utrecht,0344200000084245
344200000160098,Gerard Doustraat,3583SE,2,B,,Utrecht,0344200000102903
344200000160912,Vechtensteinlaan,3555XS,14,,,Utrecht,0344200000034949
344200000160195,Kanaalweg,3533HH,93,A,,Utrecht,0344200000087166
344200000161238,Lunettenbaan,3524GA,57,,,Utrecht,0344200000023956
344200000178635,Heidelberglaan,3584CS,27,,,Utrecht,Niet gevonden
344200000178346,Kanaalstraat,3531CM,90,,,Utrecht,0344200000066488
344200000161929,Vliegend Hertlaan,3526KT,93,,,Utrecht,0344200000113823
344200000160654,Westerkade,3511HA,5,A,,Utrecht,0344200000083985
344200000161917,Stationsplein,3511ED,97,,,Utrecht,0344200000030209
344200000160224,Otto Hahnweg,3542AX,56,,,Utrecht,0344200000153211
344200000169188,Haroekoeplein,3531WK,33,,,Utrecht,0344200000195617
344200000159714,Admiraal Helfrichlaan,3527KV,70,,,Utrecht,0344200000003220
344200000160174,Boven Clarenburg,3511CR,15,,,Utrecht,0344200000044695
344200000161425,Demkaweg,3555HW,21,A,,Utrecht,0344200000087502
344200000160127,Agnietenstraat,3512XB,2,,,Utrecht,0344200000138848
344200000161114,Grebbeberglaan,3527VX,3,A,,Utrecht,0344200000119517
344200000160744,Arthur van Schendelstraat,3511MK,758,,,Utrecht,0344200000027543
344200000161109,Floridadreef,3565AM,5,,,Utrecht,0344200000133017
344200000160205,Padualaan,3584CH,97,,,Utrecht,0344200000113785
344200000161557,Grebbeberglaan,3527VX,7,,,Utrecht,0344200000119521
344200000161031,Rotsoord,3523CL,20,,,Utrecht,0344200000091310
344200000160747,Computerweg,3542DR,18,,,Utrecht,0344200000100409
344200000160980,Kernkade,3542CH,6,,,Utrecht,0344200000147415
344200000160438,Griftstraat,3572GP,47,,,Utrecht,0344200000061160
344200000160929,Gangesdreef,3564SN,122,,,Utrecht,0344200000124483
344200000173211,Amsterdamsestraatweg,3551CN,196,,,Utrecht,0344200000139116
344200000160316,Andesdreef,3563GB,49,,,Utrecht,0344200000044119
344200000160800,Vleutenseweg,3532HT,324,,,Utrecht,0344200000036049
344200000159997,Varrolaan,3584BW,60,,,Utrecht,0344200000084598
344200000166721,Tongvaren,3452KD,2,,,Vleuten,0344200000123492
344200000160262,Grebbeberglaan,3527VX,11,,,Utrecht,0344200000156642
344200000159680,Australielaan,3526AB,14,B,,Utrecht,0344200000125572
344200000161160,Borneostraat,3531PG,39,,,Utrecht,0344200000058384
344200000161156,Vliegend Hertlaan,3526KT,61,,,Utrecht,0344200000154639
344200000160602,Amsterdamsestraatweg,3513AJ,74,,,Utrecht,0344200000139489
344200000159939,Newtonlaan,3584BP,91,,,Utrecht,0344200000046986
344200000160234,Janssoniuslaan,3528AJ,34,,,Utrecht,0344200000108297
344200000160195,Kanaalweg,3533HH,93,A,,Utrecht,0344200000087166
344200000160774,Arthur van Schendelstraat,3511MJ,620,,,Utrecht,0344200000091610
344200000166719,Tongvaren,3452KD,6,,,Vleuten,0344200000123496
344200000161071,Jacob van der Borchstraat,3515XB,47,,,Utrecht,0344200000137718
344200000161019,Laan van Puntenburg,3511ER,2,A,,Utrecht,0344200000084245
344200000190276,Keulsekade,,189,D,,Utrecht,Niet gevonden
344200000160934,Zeldertpolder,3453NV,7,,,De Meern,0344200000100769
344200000169602,Locomotiefstraat,3534BK,8,C,,Utrecht,Niet gevonden
344200000160818,Newtonlaan,3584BH,285,,,Utrecht,0344200000115320
