BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
98200001041170,Aan de Regel,8398SM,28,,,Blesdijke,Niet gevonden
98200001041600,Eikenlaan,8397EP,4,,TR01,De Blesse,098200001041267
98200001041127,Eikenlaan,8398EV,12,,STAL,Blesdijke,Niet gevonden
98200001041352,Friese Veldweg,8398ET,10,,TR01,Blesdijke,Niet gevonden
98200001041439,Friese Veldweg,8398ET,18,,TR01,Blesdijke,Niet gevonden
98200001041595,Boekelterweg,8392TT,2,,SCHU,Boijl,Niet gevonden
98200001041177,Boschoordweg,8392MP,20,A,TR01,Boijl,Niet gevonden
98200001041262,Rijsberkamperweg,8392TP,4,,TR01,Boijl,Niet gevonden
98200001041651,Engelsesteeg,8397LJ,1,A,,De Blesse,Niet gevonden
98200001041271,Langelilleweg,8484KG,39,,TR01,Langelille,Niet gevonden
98200001041185,Langelilleweg,8484KG,39,,BEDR,Langelille,Niet gevonden
98200001041276,Gracht,8485KP,43,,TR01,Munnekeburen,Niet gevonden
98200001041278,Voetpad,8485JM,61,,TR01,Munnekeburen,Niet gevonden
98200001041382,Scheenepad,8485JK,10,,TR01,Munnekeburen,Niet gevonden
98200001041192,Boelstraweg,8487KS,4,,BEDR,Nijelamer,Niet gevonden
98200001041642,Schipslootweg,8487GK,12,B,TR01,Nijelamer,Niet gevonden
98200001041363,Kooiweg,8487AJ,28,A,TR01,Nijelamer,Niet gevonden
98200001041284,Schipslootweg,8487GK,3,,TR01,Nijelamer,Niet gevonden
98200001041197,IJkenweg,8391TN,26,A,BEDR,Noordwolde Fr,Niet gevonden
98200001041287,IJkenweg,8391TN,26,A,TR01,Noordwolde Fr,Niet gevonden
98200001041198,Jokweg,8391VE,7,,TR01,Noordwolde Fr,098200001041383
98200001041288,Meentheweg,8391VA,12,,TR01,Noordwolde Fr,098200001041768
98200001041204,Oostvierdeparten,8391XP,17,,BEDR,Noordwolde Fr,Niet gevonden
98200001041290,Oostvierdeparten,8391XP,23,,TR01,Noordwolde Fr,Niet gevonden
98200001041441,Hoofdweg,8475CC,311,,TR01,Nijeholtpade,Niet gevonden
98200001041297,Lindedijk,8481KH,8,,TR01,Nijetrijne,Niet gevonden
98200001041209,Pieter Stuyvesantweg,8481JB,164,A,,Nijetrijne,Niet gevonden
98200001041208,Vriesburgerweg,8475EK,18,,BEDR,Nijeholtpade,Niet gevonden
98200001041386,Pieter Stuyvesantweg,8481JB,186,,TR01,Nijetrijne,Niet gevonden
98200001041294,Stellingenweg,8475EJ,29,,TR01,Nijeholtpade,Niet gevonden
98200001041630,Lindedijk,8481KH,3,A,,Nijetrijne,Niet gevonden
