BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
677200000705729,Populierenstraat,,1,t,,Vogelwaarde,Niet gevonden
677200000706078,Absdaalseweg,4561RE,68,a,,Hulst,Niet gevonden
677200000706079,Absdaalseweg,4561RE,68,b,,Hulst,Niet gevonden
677200000706080,Absdaalseweg,4561RE,68,c,,Hulst,Niet gevonden
677200000705730,Walsoordensestraat,4588KB,55,t,,Walsoorden,Niet gevonden
