BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
358200020197103,Ringvaart-Aalsmeerderdijk,1432SB,522,,,Oude Meer,Niet gevonden
358200019049894,Ringvaart-Aalsmeerderdijk,1432SB,580,,,Aalsmeerderbrug,Niet gevonden
358200020185589,Legmeerdijk,1432KA,125,,,Amstelveen,Niet gevonden
358200000169752,Herenweg,1433HB,80,a,,Leimuiden,Niet gevonden
358200018938865,Herenweg,1433HB,82,,,Kudelstaart,Niet gevonden
358200000169759,Herenweg,1431GX,100,A,,Leimuiden,Niet gevonden
358200000169209,Legmeerdijk,1432KA,129,,kwek,Amstelveen,Niet gevonden
358200018935835,Legmeerdijk,1432KA,133,,,Amstelveen,Niet gevonden
358200027383209,Legmeerdijk,1432KA,141,,kwek,Amstelveen,Niet gevonden
358200000169753,Herenweg,1431GX,102,,,Leimuiden,Niet gevonden
358200022266977,Legmeerdijk,1432KA,119,,,Amstelveen,Niet gevonden
358200022266985,Legmeerdijk,1432KA,121,,,Amstelveen,Niet gevonden
358200018938433,Legmeerdijk,1432KA,131,,,Amstelveen,Niet gevonden
358200018938434,Legmeerdijk,1432KA,135,,,Amstelveen,Niet gevonden
358200018935836,Legmeerdijk,1432KA,141,,,Amstelveen,Niet gevonden
358200018938435,Legmeerdijk,1432KA,143,,,Amstelveen,Niet gevonden
358200018938436,Legmeerdijk,1432KA,147,,,Amstelveen,Niet gevonden
358200018938437,Legmeerdijk,1432KA,161,,,Amstelveen,Niet gevonden
358200018938438,Legmeerdijk,1432KA,163,,,Amstelveen,Niet gevonden
358200018938439,Legmeerdijk,1432KA,165,,,Amstelveen,Niet gevonden
358200018938440,Legmeerdijk,1432KA,169,,,Amstelveen,Niet gevonden
358200018938443,Legmeerdijk,1432KA,207,,kwek,Amstelveen,Niet gevonden
358200018938444,Legmeerdijk,1432KA,209,,,Amstelveen,Niet gevonden
358200018938445,Legmeerdijk,1432KA,227,,,Amstelveen,Niet gevonden
358200018938446,Legmeerdijk,1432KA,229,,,Amstelveen,Niet gevonden
358200018938447,Legmeerdijk,1432KA,231,,,Amstelveen,Niet gevonden
358200018938448,Legmeerdijk,1432KA,235,,,Amstelveen,0358200001238787
358200018938450,Legmeerdijk,1432KB,239,,,Amstelveen,Niet gevonden
358200018938451,Legmeerdijk,1432KB,241,,,Amstelveen,Niet gevonden
358200018938452,Legmeerdijk,1432KB,243,,,Amstelveen,Niet gevonden
358200018938453,Legmeerdijk,1432KB,245,,,Amstelveen,Niet gevonden
358200018938454,Legmeerdijk,1432KB,247,,,Amstelveen,Niet gevonden
358200018938459,Legmeerdijk,1432KB,257,,,Amstelveen,Niet gevonden
358200018938460,Legmeerdijk,1432KB,259,,,Amstelveen,Niet gevonden
358200018938461,Legmeerdijk,1432KB,261,,,Amstelveen,Niet gevonden
358200018938462,Legmeerdijk,1432KB,263,,,Amstelveen,Niet gevonden
358200018938464,Legmeerdijk,1432KB,269,,,Amstelveen,Niet gevonden
358200018938465,Legmeerdijk,1432KB,271,,,Amstelveen,Niet gevonden
358200018938480,Legmeerdijk,1432KB,271,a,,Amstelveen,Niet gevonden
358200022267061,Legmeerdijk,1432KB,273,,,Amstelveen,Niet gevonden
358200022267069,Legmeerdijk,1432KB,275,,,Amstelveen,Niet gevonden
358200018938468,Legmeerdijk,1432KC,277,,,Amstelveen,Niet gevonden
358200018938470,Legmeerdijk,1432KC,281,,,Amstelveen,Niet gevonden
358200018938471,Legmeerdijk,1432KC,283,,,Amstelveen,Niet gevonden
358200018938472,Legmeerdijk,1432KC,285,,,Amstelveen,Niet gevonden
358200018938473,Legmeerdijk,1432KC,287,,,Amstelveen,Niet gevonden
358200018935834,Legmeerdijk,1432KA,129,,,Amstelveen,Niet gevonden
358200027383198,Legmeerdijk,1432KA,135,A,,Amstelveen,Niet gevonden
358200022279246,Legmeerdijk,1432KA,143,,traf,Amstelveen,Niet gevonden
