BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
59200000200557,Groningerstraat,9231CM,40,,,Surhuisterveen,Niet gevonden
59200000869274,Jan Binneslaan,9231CA,9,A,,Surhuisterveen,Niet gevonden
59200000869365,De Buorren,9289HD,21,B,W001,Drogeham,Niet gevonden
59200000869168,Warreboslaan,9231AH,29,A,W001,Surhuisterveen,Niet gevonden
59200000869488,Boskwei,9289KW,12,,W001,Drogeham,Niet gevonden
59200000869345,Schoolstraat,9285NE,29,C,,Buitenpost,Niet gevonden
59200000869269,De Omloop,9231BL,1,,W001,Surhuisterveen,Niet gevonden
59900000869379,Hesseweg,,6,,W001,Buitenpost,Niet gevonden
59200000869318,Nijewei,9281NW,50,B,,Harkema,059200000871610
59200000869386,De String,9287MA,1,B,,Twijzelerheide,Niet gevonden
59200000869270,Hoendiep N.Z.,9871PA,5,A,,Stroobos,Niet gevonden
59200000869368,Westerein,9289XL,3,A,,Drogeham,Niet gevonden
59200000869048,Oost,9285XK,13,,W001,Buitenpost,Niet gevonden
59200000869259,Doarpsstrjitte,9287LX,14,A,,Twijzelerheide,Niet gevonden
59200000869464,Koartwald,9283TX,12,,W001,Surhuizum,Niet gevonden
59900000869420,Roggestuken,,1,,W001,Twijzel,Niet gevonden
59900000869951,De Trije Roeden,,2,,W001,Boelenslaan,Niet gevonden
59900000868939,Feanbei,,18,,W001,Surhuisterveen,Niet gevonden
