BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
824200000014634,Baksevenweg,5059AV,1,,,Heukelom,Niet gevonden
824200000003039,Baksevenweg,5059AV,1,A,,Heukelom,Niet gevonden
