BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
815200000024980,Marter,5455HE,20,,,Wilbertoord,0815200000024978
815200000026033,Wanroijseweg,5451HA,38,,,Mill,Niet gevonden
