BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
221200000321393,De Linie,6982AZ,3,c,,Doesburg,Niet gevonden
221200000321396,De Linie,6982AZ,4,a,,Doesburg,Niet gevonden
221200000321067,Gasthuisstraat,6981CS,8,a,,Doesburg,Niet gevonden
221200000321090,Gasthuisstraat,6981CS,18,a,,Doesburg,Niet gevonden
221200000321397,De Linie,6982AZ,4,b,,Doesburg,Niet gevonden
