BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1719200000012358,Drentelaan,,900,,TRAF,Lage Zwaluwe,Niet gevonden
1719200000011176,Bergseweg,4921PR,15,A,,Made,Niet gevonden
1719200000011177,Bergseweg,4921PS,18,,,Made,Niet gevonden
1719200000002407,Plantsoen,4926RB,4,,,Lage Zwaluwe,01719200000014506
1719200000002740,Zwaluwse Pootweg,4926PJ,16,A,,Lage Zwaluwe,Niet gevonden
1719200000012953,Haven,4844DB,18,,,Terheijden,01719200000014444
1719200000014742,Roterij,4926DE,14,,,Lage Zwaluwe,Niet gevonden
