BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
785200000003866,785200000003866,Aesvoortse-dijk,Aesvoortse-dijk,5051LV,5051PM,1,1.0,,,,,Goirle,Goirle,559887.7880309167,6713904.631485626
785200000001900,785200000001900,Rillaerse-Baan,Rillaerse-Baan,5053AE,5051AL,3,3.0,,,,,Goirle,Goirle,563406.180308946,6715532.024965936
785200000021065,785200000021065,Kerkstraat,Kerkstraat,5133NE,5133AK,68,68.0,,,,,Riel,Riel,558503.8711787809,6714056.601469502
785200000002885,785200000002885,Tilburgseweg,Tilburgseweg,5051AH,5051AJ,48,48.0,,,,,Goirle,Goirle,564027.329513376,6714041.422704107
785200000020884,785200000020884,Dorpstraat,Dorpstraat,5133AH,5133AE,63,63.0,a,a,,,Riel,Riel,559100.0173391041,6715444.912238842
785200000020782,785200000020782,Aesvoortse-dijk,Aesvoortse-dijk,5051LV,5051PM,5,5.0,,,,,Goirle,Goirle,559896.2610140449,6713752.941607379
785200000001978,785200000001978,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,1,1.0,,,,,Goirle,Goirle,564433.2020223583,6715848.153486772
785200000000092,785200000000092,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,2,2.0,,,,,Goirle,Goirle,564463.271140086,6715817.481983923
785200000007736,785200000007736,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,3,3.0,,,,,Goirle,Goirle,564463.2280302449,6715868.18448064
785200000000292,785200000000292,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,4,4.0,,,,,Goirle,Goirle,564495.5271183933,6715840.100891771
785200000003090,785200000003090,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,5,5.0,,,,,Goirle,Goirle,564502.0534630021,6715896.4586169
785200000004151,785200000004151,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,6,6.0,,,,,Goirle,Goirle,564530.0846113323,6715864.399346153
785200000007187,785200000007187,Romeinse tijd,Romeinse Tijd,5053ET,5053ET,8,8.0,,,,,Goirle,Goirle,564568.0538578036,6715891.117233693
785200000009982,785200000009982,Scheerdershofje,Scheerdershofje,5051DM,5051DM,1,1.0,b,c,,,Goirle,Goirle,563407.6806809022,6713828.034624935
785200000000803,785200000000803,Scheerdershofje,Scheerdershofje,5051DM,5051DM,1,1.0,c,b,,,Goirle,Goirle,563397.2023915573,6713825.154184051
785200000005081,785200000005081,Scheerdershofje,Scheerdershofje,5051DM,5051DM,1,1.0,d,a,,,Goirle,Goirle,563386.260074282,6713821.668615588
785200000008406,785200000008406,Scheerdershofje,Scheerdershofje,5051DM,5051DM,1,1.0,a,d,,,Goirle,Goirle,563417.6230474163,6713830.96571806
785200000021064,785200000021064,Kerkstraat,Kerkstraat,5133NE,5133AK,66,66.0,,,,,Riel,Riel,558510.3361650704,6714059.244380548
