BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
820010000362651,Daniel Eyndhoutsgaarde,5671CM,10,,,Nuenen,Meer dan een nummeraanduiding
820200000010765,Jo van Dijkhof,5672AD,77,,,Nuenen,Niet gevonden
820200000010524,Dilis Ariens Camp,5674HV,6,,,Nuenen,Niet gevonden
820200000116599,Lies de Kruijffgaarde,5671KL,2,,,Nuenen,Niet gevonden
820200000116237,Piet van Wijkgaarde,5671JL,4,,,Nuenen,Niet gevonden
772200000068997,Berg,5671CA,35,,,Nuenen,0820200000000506
