BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
203200000364984,203200000364984,Postweg,R.A.C. Mulderlaan,3794MK,3794MM,73,17.0,,,,,De Glind,De Glind,612904.6501642711,6821540.655250109
203200001006294,203200001006294,Speulderweg,Speulderweg,3886AM,3886LA,1,1.0,,,,,Garderen,Garderen,635855.8701052318,6842694.274783823
203200000392814,203200000392814,Postweg,R.A.C. Mulderlaan,3794MK,3794MM,71,13.0,,,,,De Glind,De Glind,612856.1648946158,6821579.470111606
203200000359018,203200000359018,Welgelegenweg,Welgelegenweg,3776PR,3776PR,32,34.0,,,bis,,Stroe,Stroe,629776.1851340948,6833348.66497076
203200000358370,203200000358370,Kapweg,Kapweg,3774RC,3774RC,41,43.0,,,bis,,Kootwijkerbroek,Kootwijkerbroek,629572.4467995765,6831256.361154027
203200000382892,203200000382892,Schoonengweg,Katerskamp,3781MJ,3781KJ,2,4.0,,,,,Voorthuizen,Voorthuizen,623541.3150696324,6832140.24857616
203200000405987,203200000405987,Baron van Nagellstraat,Mercuriusweg,3771LK,3771NC,89,45.0,,,,,Barneveld,Barneveld,623266.1030702293,6830405.242974831
203200000402625,203200000402625,Speulderbosweg,Speulderbosweg,3781PP,3886AN,33,33.0,,,,,Garderen,Garderen,634779.5882280633,6843057.332041929
203200000371750,203200000371750,Postweg,R.A.C. Mulderlaan,3794MK,3794MM,67,21.0,,,,,De Glind,De Glind,612913.0779432384,6821595.671494718
203200001007482,203200001007482,Langshanlaan,Langshanlaan,3772WS,3772WS,11,27.0,,,,,Barneveld,Barneveld,623421.5001134163,6823436.638207666
203200001007477,203200001007477,Langshanlaan,Langshanlaan,3772WS,3772WS,9,25.0,,,,,Barneveld,Barneveld,623412.0733676021,6823434.6677955715
203200001007479,203200001007479,Langshanlaan,Langshanlaan,3772WS,3772WS,15,31.0,,,,,Barneveld,Barneveld,623438.0325141854,6823442.934438812
203200001007509,203200001007509,Langshanlaan,Langshanlaan,3772WS,3772WS,13,29.0,,,,,Barneveld,Barneveld,623429.4979731699,6823439.753706045
203200001007481,203200001007481,Langshanlaan,Langshanlaan,3772WS,3772WS,19,35.0,,,,,Barneveld,Barneveld,623455.3980546658,6823447.824892045
203200001007475,203200001007475,Langshanlaan,Langshanlaan,3772WS,3772WS,5,21.0,,,,,Barneveld,Barneveld,623395.9025833644,6823428.0461163875
203200001009311,203200001009311,Bijschoterweg,Bijschoterweg,3781LT,3781LP,2,2.0,,,,,Voorthuizen,Voorthuizen,621706.394541579,6832042.471831351
203200001009131,203200001009131,Hoevedorp,Hoevedorp,3774BR,3774AZ,48,48.0,,,,,Kootwijkerbroek,Kootwijkerbroek,631598.6369101591,6827835.701045624
203200001009999,203200001009999,Saparua,Saparua,,3772ET,73,81.0,,,,,Barneveld,Barneveld,621465.6455920532,6823283.967719324
203200001010002,203200001010002,Saparua,Saparua,,3772ET,75,83.0,,,,,Barneveld,Barneveld,621464.505525206,6823275.93586784
203200001015080,203200001015080,Dwarsweg,Hoofdstraat,3781AR,3781AJ,3,132.0,,A,,,Voorthuizen,Voorthuizen,623679.8053012314,6833600.385731695
203200001011122,203200001011122,Hanzeweg,Hanzeweg,3771NG,3771NG,35,35.0,,,03,04,Barneveld,Barneveld,625149.208061754,6830525.362085768
203200001011124,203200001011124,Hanzeweg,Hanzeweg,3771NG,3771NG,35,35.0,,,04,03,Barneveld,Barneveld,625146.4852815489,6830528.796333323
203200001009312,203200001009312,Bijschoterweg,Bijschoterweg,3781LT,3781LP,4,4.0,,,,,Voorthuizen,Voorthuizen,621679.4635258217,6831974.106672204
