BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
193200000098796,Van Hattumstraat,8011MV,12,,,Zwolle,0193200000037278
193200000098464,Nieuwstraat,8011TM,51,,,Zwolle,Niet gevonden
193200000098197,Voorstraat,8011ML,26,,,Zwolle,0193200000029998
193200000021139,Obrechtstraat,8031AZ,18,,,Zwolle,Niet gevonden
193200000101799,Hanzelaan,8017JJ,266,,,Zwolle,Niet gevonden
193200000101799,Hanzelaan,8017JJ,266,,,Zwolle,Niet gevonden
193200000009918,Ossenmarkt,8011MS,18,,,Zwolle,Niet gevonden
193200000101799,Hanzelaan,8017JJ,266,,,Zwolle,Niet gevonden
193200000026577,Gasthuisplein,8011SB,21,,,Zwolle,Niet gevonden
193200000098216,Nieuwstraat,8011VB,67,,,Zwolle,Niet gevonden
