BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
620200000020438,620200000020438,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,1,1.0,,,,,Vianen,Vianen,564637.8356982167,6797471.079062303
620200000020439,620200000020439,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,2,2.0,,,,,Vianen,Vianen,564717.1692015644,6797487.669932643
620200000020440,620200000020440,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,3,3.0,,,,,Vianen,Vianen,564632.2723226864,6797464.369439669
620200000020441,620200000020441,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,4,4.0,,,,,Vianen,Vianen,564694.5805836223,6797464.826807782
620200000020442,620200000020442,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,5,5.0,,,,,Vianen,Vianen,564626.7943475863,6797458.149209881
620200000020443,620200000020443,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,6,6.0,,,,,Vianen,Vianen,564688.1197031788,6797459.924821827
620200000020444,620200000020444,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,7,7.0,,,,,Vianen,Vianen,564620.0876998351,6797453.130754938
620200000020445,620200000020445,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,8,8.0,,,,,Vianen,Vianen,564668.7651761348,6797438.720380525
620200000020446,620200000020446,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,9,9.0,,,,,Vianen,Vianen,564594.2866332537,6797423.774898791
620200000020447,620200000020447,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,10,10.0,,,,,Vianen,Vianen,564651.0171799341,6797420.772212493
620200000020448,620200000020448,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,11,11.0,,,,,Vianen,Vianen,564588.9535777504,6797416.658501602
620200000020449,620200000020449,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,12,12.0,,,,,Vianen,Vianen,564642.9499349125,6797412.613954496
620200000020450,620200000020450,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,13,13.0,,,,,Vianen,Vianen,564582.4998337363,6797410.131848895
620200000020451,620200000020451,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,14,14.0,,,,,Vianen,Vianen,564631.6909402942,6797393.069350728
620200000020452,620200000020452,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,15,15.0,,,,,Vianen,Vianen,564577.666567604,6797403.612249467
620200000020453,620200000020453,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,16,16.0,,,,,Vianen,Vianen,564625.2371805822,6797386.542751094
620200000020454,620200000020454,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,17,17.0,,,,,Vianen,Vianen,564571.2128430612,6797397.085598207
620200000020455,620200000020455,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,18,18.0,,,,,Vianen,Vianen,564609.1098554827,6797368.601649341
620200000020456,620200000020456,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,19,19.0,,,,,Vianen,Vianen,564564.7591289098,6797390.558947028
620200000020457,620200000020457,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,20,20.0,,,,,Vianen,Vianen,564602.6491034228,6797363.699652982
620200000020458,620200000020458,Agniese van Langerakdr,Agniese van Langerakdreef,4133JA,4133JA,21,21.0,,,,,Vianen,Vianen,564555.5572258345,6797386.239581176
620200000020734,620200000020734,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,1,1.0,,,,,Vianen,Vianen,564696.4403042259,6797784.897711193
620200000020735,620200000020735,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,2,2.0,,,,,Vianen,Vianen,564753.1733413583,6797781.894176543
620200000020736,620200000020736,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,3,3.0,,,,,Vianen,Vianen,564691.5997106739,6797780.002564567
620200000020737,620200000020737,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,4,4.0,,,,,Vianen,Vianen,564749.9602585696,6797775.38140047
620200000020738,620200000020738,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,5,5.0,,,,,Vianen,Vianen,564685.1455950311,6797773.475702471
620200000020739,620200000020739,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,6,6.0,,,,,Vianen,Vianen,564745.1266402439,6797768.861608694
620200000020740,620200000020740,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,7,7.0,,,,,Vianen,Vianen,564679.3330202769,6797766.998741342
620200000020741,620200000020741,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,8,8.0,,,,,Vianen,Vianen,564738.6724903077,6797762.334798307
620200000020742,620200000020742,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,9,9.0,,,,,Vianen,Vianen,564714.7147992791,6797680.995778055
620200000020743,620200000020743,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,10,10.0,,,,,Vianen,Vianen,564733.8388888343,6797755.815010226
620200000020744,620200000020744,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,11,11.0,,,,,Vianen,Vianen,564721.2179114863,6797676.149884405
620200000020745,620200000020745,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,12,12.0,,,,,Vianen,Vianen,564729.0123002497,6797747.67054575
620200000020746,620200000020746,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,13,13.0,,,,,Vianen,Vianen,564729.3415370953,6797671.311011411
620200000020747,620200000020747,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,14,14.0,,,,,Vianen,Vianen,564722.558180153,6797741.143739487
620200000020748,620200000020748,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,15,15.0,,,,,Vianen,Vianen,564735.8446327979,6797666.465111715
620200000020749,620200000020749,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,16,16.0,,,,,Vianen,Vianen,564716.1040704489,6797734.6169332955
620200000020750,620200000020750,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,17,17.0,,,,,Vianen,Vianen,564742.3477207293,6797661.61920963
620200000020751,620200000020751,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,18,18.0,,,,,Vianen,Vianen,564742.116641558,6797715.233212644
620200000020752,620200000020752,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,19,19.0,,,,,Vianen,Vianen,564750.478319892,6797655.155663663
620200000020753,620200000020753,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,20,20.0,,,,,Vianen,Vianen,564750.2402939155,6797710.394295441
620200000020754,620200000020754,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,22,22.0,,,,,Vianen,Vianen,564756.7504080394,6797703.923685635
620200000020755,620200000020755,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,24,24.0,,,,,Vianen,Vianen,564763.253513574,6797699.07774445
620200000020756,620200000020756,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,26,26.0,,,,,Vianen,Vianen,564769.7566113373,6797694.231800888
620200000020757,620200000020757,Anna Johanna v Nassaustr,Anna Johanna van Nassaustraat,4133JC,4133JC,28,28.0,,,,,Vianen,Vianen,564774.6391764898,6797689.378841331
620200000021822,620200000021822,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,2,2.0,,,,,Vianen,Vianen,564224.4056405411,6797245.141208717
620200000021823,620200000021823,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,4,4.0,,,,,Vianen,Vianen,564230.3611546088,6797246.184393741
620200000021824,620200000021824,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,6,6.0,,,,,Vianen,Vianen,564240.0837684353,6797246.227123712
620200000021825,620200000021825,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,8,8.0,,,,,Vianen,Vianen,564248.4662820841,6797246.263954664
620200000021826,620200000021826,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,10,10.0,,,,,Vianen,Vianen,564262.2789127368,6797241.494663531
620200000021827,620200000021827,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,12,12.0,,,,,Vianen,Vianen,564269.597848194,6797237.2053448185
620200000021828,620200000021828,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,14,14.0,,,,,Vianen,Vianen,564276.6477840289,6797232.9148408985
620200000021829,620200000021829,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,16,16.0,,,,,Vianen,Vianen,564283.157594704,6797228.368524048
620200000021830,620200000021830,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,18,18.0,,,,,Vianen,Vianen,564289.119521121,6797225.343679669
620200000021831,620200000021831,C Weidner-Slorsstr,Christina Weidner-Slorsstraat,4133HM,4133HM,20,20.0,,,,,Vianen,Vianen,564297.2524830847,6797220.549415438
620200000023319,620200000023319,Havenweg,Havenweg,4131NM,4131NM,2,4.0,,,,,Vianen,Vianen,567416.4092367112,6797622.394897594
620200000023861,620200000023861,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,3,3.0,,,,,Vianen,Vianen,567729.5580802434,6798586.017323685
620200000023862,620200000023862,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,4,4.0,,,,,Vianen,Vianen,567727.1194752207,6798577.642813054
620200000023863,620200000023863,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,5,5.0,,,,,Vianen,Vianen,567726.5284526311,6798570.515407715
620200000023864,620200000023864,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,6,6.0,,,,,Vianen,Vianen,567723.4699207023,6798562.75915579
620200000023865,620200000023865,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,7,7.0,,,,,Vianen,Vianen,567722.2573347391,6798554.608882883
620200000023866,620200000023866,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,9,9.0,,,,,Vianen,Vianen,567671.9450276353,6798572.282919185
620200000023867,620200000023867,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,10,10.0,,,,,Vianen,Vianen,567671.1795368453,6798580.209258401
620200000023868,620200000023868,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,11,11.0,,,,,Vianen,Vianen,567670.8361264102,6798589.191824386
620200000023869,620200000023869,Hubrecht v Everdingenpln,Hubrecht van Everdingenplein,4131ZT,4131ZT,12,12.0,,,,,Vianen,Vianen,567669.5701636615,6798596.62223098
620200000023914,620200000023914,Industrieweg,Industrieweg,4131NK,,11,9.0,a,a,,,Vianen,Vianen,567901.3042602268,6797340.408594145
620200000024245,620200000024245,Keizerstraat,Keizerstraat,4132BA,4132BA,5,15.0,,,,,Vianen,Vianen,567077.2795494321,6799035.327633977
620200000024246,620200000024246,Keizerstraat,Keizerstraat,4132BA,4132BA,7,17.0,,,,,Vianen,Vianen,567090.3353888115,6799038.121720799
707200000380366,707200000380366,Kortenhoevendijk,Killesteijnstraat,4128CV,4128CW,9,59.0,A,,,,Lexmond,Lexmond,561594.1729249073,6794399.382815104
620200000025557,620200000025557,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,1,1.0,,,,,Vianen,Vianen,564598.9230614267,6797475.783855004
620200000025558,620200000025558,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,2,2.0,,,,,Vianen,Vianen,564568.2905999606,6797442.467044081
620200000025559,620200000025559,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,3,3.0,,,,,Vianen,Vianen,564592.4200371354,6797480.629531014
620200000025560,620200000025560,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,4,4.0,,,,,Vianen,Vianen,564561.1845326142,6797448.486295659
620200000025561,620200000025561,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,5,5.0,,,,,Vianen,Vianen,564585.9099715748,6797487.099830915
620200000025562,620200000025562,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,6,6.0,,,,,Vianen,Vianen,564556.006129009,6797455.4221207015
620200000025563,620200000025563,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,7,7.0,,,,,Vianen,Vianen,564579.3998956227,6797493.5701307
620200000025564,620200000025564,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,8,8.0,,,,,Vianen,Vianen,564549.3306888475,6797459.665877867
620200000025565,620200000025565,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,9,9.0,,,,,Vianen,Vianen,564572.8968454007,6797498.415801504
620200000025566,620200000025566,Margaretha v Borselenstr,Margaretha van Borselenstraat,4133HS,4133HS,10,10.0,,,,,Vianen,Vianen,564519.068448853,6797579.41467231
