BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
80200000485093,Ludinga,8918GH,141,f,,Leeuwarden,Niet gevonden
80200000386549,Celsiusweg,8912AN,8,,,Leeuwarden,Niet gevonden
80200000490837,Lorentzkade,8912AZ,2,,,Leeuwarden,080200000490321
80200000493115,Beursplein,8911BE,1,,,Leeuwarden,Niet gevonden
80200000490837,Lorentzkade,8912AZ,2,,,Leeuwarden,080200000490321
80200000456757,Ruiterskwartier,8911BS,119,a,,Leeuwarden,Niet gevonden
80200000494199,Hempenserweg,8935BC,33,,,Leeuwarden,Niet gevonden
80200000386549,Celsiusweg,8912AN,8,,,Leeuwarden,Niet gevonden
55200000280593,Leppedyk,9001ZD,61,a,,Grou,Niet gevonden
80200000395279,Harlingertrekweg,8913HR,25,,,Leeuwarden,Niet gevonden
80200000493115,Beursplein,8911BE,1,,,Leeuwarden,Niet gevonden
80200000493115,Beursplein,8911BE,1,,,Leeuwarden,Niet gevonden
80200000456171,Wollegaastdam,8918GE,2,,,Leeuwarden,080200010098477
80200000498532,Nieuwe Oosterstraat,8911KM,15,,,Leeuwarden,080200000452553
80200000482651,Snekertrekweg,8912AA,31,a,,Leeuwarden,Niet gevonden
80200000465127,Larixstraat,8924CN,1,,,Leeuwarden,Niet gevonden
80200010104178,De Skries,8941CC,29,,,Leeuwarden,Niet gevonden
