BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
385200000001501,Ambachtstraat,1135GG,5,,NST,Edam,Niet gevonden
385200000003767,Monnickendammerjaagweg,1135RD,6,,ACHT,Edam,Niet gevonden
385200000007003,Noordeinde,1131GB,32,a,,Volendam,Niet gevonden
385200000004189,Haven,1131EW,146,,,Volendam,Niet gevonden
385200000000445,Voorhaven,1135BM,67,,ZAAK,Edam,Niet gevonden
385200000005453,Zeddeweg,1131EX,2,,BEDR,Volendam,Niet gevonden
385200000006656,Julianaweg,1131DH,141,g,,Volendam,Niet gevonden
385200000023894,Julianaweg,1131DL,206,b,11,Volendam,Niet gevonden
385200000023893,Julianaweg,1131DL,206,b,10,Volendam,0385200000006740
