BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
9200007684716,9200007684716,Bouwerschapweg,Bouwerschapweg,9791TG,9791TG,29,29.0,A,a,,,Ten Boer,Ten Boer,746615.4711745045,7034174.166614736
9200007675397,9200007675397,Bouwerschapweg,Bouwerschapweg,9791TJ,9791TJ,38,38.0,A,a,,,Ten Boer,Ten Boer,746314.7708500994,7033721.307360471
9200007674426,9200007674426,Burgemeester Triezenbergstraat,Burgemeester Triezenbergstraat,9791CC,9791CC,14,14.0,A,a,,,Ten Boer,Ten Boer,745407.2851755866,7033925.295543343
9200007676821,9200007676821,Dobbestraat,Dobbestraat,9795PE,9795PE,1,1.0,A,a,,,Woltersum,Woltersum,749124.4711508959,7033435.084184277
9200007676822,9200007676822,Dobbestraat,Dobbestraat,9795PE,9795PE,1,1.0,B,b,,,Woltersum,Woltersum,749132.8829521687,7033437.38766138
9200007676454,9200007676454,Bloemhof,Bloemhof,9791LA,9791LA,2,2.0,A,a,,,Ten Boer,Ten Boer,745306.0897971393,7034531.360737565
9200007675185,9200007675185,Bloemhof,Bloemhof,9791LA,9791LA,2,2.0,B,b,,,Ten Boer,Ten Boer,745297.0493406744,7034522.641638812
9200007675687,9200007675687,Bloemhof,Bloemhof,9791LA,9791LA,2,2.0,C,c,,,Ten Boer,Ten Boer,745288.0089038269,7034513.922539143
9200007676406,9200007676406,Bloemhof,Bloemhof,9791LA,9791LA,2,2.0,D,d,,,Ten Boer,Ten Boer,745278.9684865959,7034505.20343857
9200007674955,9200007674955,Bloemstraat,Bloemstraat,9791CX,9791CX,10,10.0,A,a,,,Ten Boer,Ten Boer,744778.8353078732,7034101.436504523
9200007674956,9200007674956,Boersterweg,Boersterweg,9791HE,9791HE,4,4.0,A,a,,,Ten Boer,Ten Boer,745001.4900347051,7034752.243721531
