BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
398200000000155,398200000000155,A.C. op 't Landtplnts,Anna Clasina op 't Landtplantsoen,1705GW,1705GW,74,74.0,,,,,Heerhugowaard,Heerhugowaard,537593.0667778929,6918107.239942187
398200000007482,398200000007482,Henriette Bosmansplnts,Henriette Bosmansplantsoen,1705LA,1705LA,13,13.0,,,,,Heerhugowaard,Heerhugowaard,536550.1106216126,6919362.42475067
398200000000090,398200000000090,A.C. op 't Landtplnts,Anna Clasina op 't Landtplantsoen,1705GV,1705GV,10,10.0,,,,,Heerhugowaard,Heerhugowaard,537366.156784015,6918354.700945421
398200000006916,398200000006916,H.A. Haak-van Eektuin,Henriette Augusta Haak- van Eektuin,1705HR,1705HR,3,3.0,,,,,Heerhugowaard,Heerhugowaard,537404.2755481564,6918127.837828265
398200000003644,398200000003644,Const. Huygensstraat,C. Huygensstraat,1702EW,1702EW,52,52.0,F,F,,,Heerhugowaard,Heerhugowaard,538249.4723699584,6921296.538192889
398200000006779,398200000006779,H. Blokland-Pater erf,Hendrika Blokland-Pater erf,1705GR,1705GR,1,1.0,,,,,Heerhugowaard,Heerhugowaard,537934.2836417591,6917680.100694962
398200000006845,398200000006845,H. Roland Holstlaan,Henriette Roland Holstlaan,1703SZ,1703SZ,105,105.0,H,H,,,Heerhugowaard,Heerhugowaard,537199.4657410998,6921720.240027399
398200000003710,398200000003710,Const. Huygensstraat,C. Huygensstraat,1702EZ,1702EZ,112,112.0,J,J,,,Heerhugowaard,Heerhugowaard,538441.094197493,6921436.915698221
398200000016402,398200000016402,R. Prinsen Geerligstuin,Reina Prinsen Geerligstuin,1705HK,1705HK,21,21.0,,,,,Heerhugowaard,Heerhugowaard,537640.281123074,6917646.253583464
398200000006842,398200000006842,H. Roland Holstlaan,Henriette Roland Holstlaan,1703SZ,1703SZ,105,105.0,E,E,,,Heerhugowaard,Heerhugowaard,537186.7277073583,6921728.643453643
398200000003725,398200000003725,Const. Huygensstraat,C. Huygensstraat,1702EZ,1702EZ,132,132.0,,,,,Heerhugowaard,Heerhugowaard,538363.3896876413,6921529.503238181
398200000003730,398200000003730,Const. Huygensstraat,C. Huygensstraat,1702EZ,1702EZ,142,142.0,,,,,Heerhugowaard,Heerhugowaard,538399.0191311288,6921561.447196043
398200000003695,398200000003695,Const. Huygensstraat,C. Huygensstraat,1702EX,1702EX,104,104.0,F,F,,,Heerhugowaard,Heerhugowaard,538346.8664663943,6921383.805565877
398200000000822,398200000000822,Ank van der Moerplnts,Ank van der Moerplantsoen,1705LV,1705LV,31,31.0,,,,,Heerhugowaard,Heerhugowaard,536518.3758589018,6918883.451150782
398200000003722,398200000003722,Const. Huygensstraat,C. Huygensstraat,1702EZ,1702EZ,126,126.0,,,,,Heerhugowaard,Heerhugowaard,538393.214947928,6921485.214963392
398200000000117,398200000000117,A.C. op 't Landtplnts,Anna Clasina op 't Landtplantsoen,1705GS,1705GS,37,37.0,,,,,Heerhugowaard,Heerhugowaard,537503.9552894457,6918293.365648053
398200000005032,398200000005032,E. ten Boom erf,Elisabeth ten Boom erf,1705JB,1705JB,4,4.0,,,,,Heerhugowaard,Heerhugowaard,537679.2868579101,6917399.282090521
398200000006789,398200000006789,H. Roland Holstlaan,Henriette Roland Holstlaan,1703SZ,1703SZ,7,7.0,,,,,Heerhugowaard,Heerhugowaard,537271.7561275065,6921625.166329598
398200000006790,398200000006790,H. Roland Holstlaan,Henriette Roland Holstlaan,1703SZ,1703SZ,9,9.0,,,,,Heerhugowaard,Heerhugowaard,537228.8422542028,6921599.630467978
398200000006923,398200000006923,H.A. Haak-van Eektuin,Henriette Augusta Haak- van Eektuin,1705HR,1705HR,10,10.0,,,,,Heerhugowaard,Heerhugowaard,537343.5448909159,6918153.557230308
398200000000102,398200000000102,A.C. op 't Landtplnts,Anna Clasina op 't Landtplantsoen,1705GV,1705GV,22,22.0,,,,,Heerhugowaard,Heerhugowaard,537409.535765441,6918318.205110619
398200000000190,398200000000190,A.C. op 't Landtplnts,Anna Clasina op 't Landtplantsoen,1705GX,1705GX,130,130.0,,,,,Heerhugowaard,Heerhugowaard,537772.9279890815,6917897.403721454
398200000007483,398200000007483,Henriette Bosmansplnts,Henriette Bosmansplantsoen,1705LA,1705LA,15,15.0,,,,,Heerhugowaard,Heerhugowaard,536542.6017000829,6919370.897143456
