BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
140200000175911,Gibbeflecht,9022AG,1,,,Mantgum,Niet gevonden
140200000170909,Gibbeflecht,9022AG,23,,,Mantgum,Niet gevonden
140200000170491,Fearhushoeke,9022BR,4,,,Mantgum,Niet gevonden
140200000172813,Tillewei,8842LD,38,,,Wjelsryp,Niet gevonden
140200000170795,Gibbeflecht,9022AJ,18,,,Mantgum,Niet gevonden
140200000174567,Gibbeflecht,9022AJ,26,,,Mantgum,Niet gevonden
140200000170921,Gibbeflecht,9022AG,13,,,Mantgum,Niet gevonden
140200000179761,Gibbeflecht,9022AG,3,,,Mantgum,Niet gevonden
140200000170925,Gibbeflecht,9022AG,9,,,Mantgum,Niet gevonden
140200000175901,Gibbeflecht,9022AG,21,,,Mantgum,Niet gevonden
140200000174373,Westerein,8842LA,3,,,Wjelsryp,Niet gevonden
140200000174629,Fearhushoeke,9022BR,9,,,Mantgum,Niet gevonden
140200000175909,Gibbeflecht,9022AJ,6,,,Mantgum,Niet gevonden
140200000180997,Tsjeppenbur,8842KX,1,,,Wjelsryp,Niet gevonden
140200000177615,Tsjeppenbur,8842KX,7,,,Wjelsryp,Niet gevonden
140200000172805,Tillewei,8842LD,44,,,Wjelsryp,Niet gevonden
140200000170883,Gibbeflecht,9022AG,29,,,Mantgum,Niet gevonden
140200000174627,Fearhushoeke,9022BR,1,,,Mantgum,Niet gevonden
140200000170785,Gibbeflecht,9022AJ,24,,,Mantgum,Niet gevonden
140200000177761,Westerein,8842LA,1,,,Wjelsryp,Niet gevonden
140200000174875,Tillewei,8842LD,20,,,Wjelsryp,Niet gevonden
140200000172775,Tillewei,8842LD,28,,,Wjelsryp,Niet gevonden
140200000175821,Frijbuorren,9022BP,1,,,Mantgum,Niet gevonden
140200000174039,Gibbeflecht,9022AJ,16,,,Mantgum,Niet gevonden
140200000175899,Gibbeflecht,9022AG,19,,,Mantgum,Niet gevonden
140200000179881,Fearhushoeke,9022BR,5,,,Mantgum,Niet gevonden
140200000172909,Gibbeflecht,9022AG,27,,,Mantgum,Niet gevonden
140200000174605,Gibbeflecht,9022AJ,14,,,Mantgum,Niet gevonden
140200000169985,Gibbeflecht,9022AG,7,,,Mantgum,Niet gevonden
140200000170787,Gibbeflecht,9022AJ,22,,,Mantgum,Niet gevonden
140200000170923,Gibbeflecht,9022AG,11,,,Mantgum,Niet gevonden
140200000170503,Fearhushoeke,9022BR,10,,,Mantgum,Niet gevonden
140200000174863,Tillewei,8842LD,46,,,Wjelsryp,Niet gevonden
140200000172779,Tillewei,8842LD,30,,,Wjelsryp,Niet gevonden
140200000170877,Gibbeflecht,9022AJ,2,,,Mantgum,Niet gevonden
140200000170889,Gibbeflecht,9022AJ,4,,,Mantgum,Niet gevonden
140200000174363,Tillewei,8842LD,36,,,Wjelsryp,Niet gevonden
140200000174891,Tsjeppenbur,8842KX,5,,,Wjelsryp,Niet gevonden
140200000179037,Tillewei,8842LC,21,,,Wjelsryp,Niet gevonden
140200000172801,Tillewei,8842LD,34,,,Wjelsryp,Niet gevonden
140200000174837,Westerein,8842LB,4,,,Wjelsryp,Niet gevonden
140200000174861,Tillewei,8842LC,19,,,Wjelsryp,Niet gevonden
140200000177765,Tillewei,8842LC,25,,,Wjelsryp,Niet gevonden
140200000170493,Fearhushoeke,9022BR,2,,,Mantgum,Niet gevonden
140200000170913,Gibbeflecht,9022AG,17,,,Mantgum,Niet gevonden
140200000170803,Gibbeflecht,9022AK,30,,,Mantgum,Niet gevonden
140200000170899,Gibbeflecht,9022AG,25,,,Mantgum,Niet gevonden
140200000174861,Tillewei,8842LC,19,,,Wjelsryp,Niet gevonden
140200000170797,Gibbeflecht,9022AJ,20,,,Mantgum,Niet gevonden
140200000172773,Tillewei,8842LD,26,,,Wjelsryp,Niet gevonden
140200000175915,Gibbeflecht,9022AJ,12,,GAR,Mantgum,Niet gevonden
140200000174625,Fearhushoeke,9022BR,8,,,Mantgum,Niet gevonden
140200000170863,Gibbeflecht,9022AJ,8,,,Mantgum,Niet gevonden
140200000170639,Gibbeflecht,9022AJ,28,,,Mantgum,Niet gevonden
140200000174891,Tsjeppenbur,8842KX,5,,,Wjelsryp,Niet gevonden
140200000174865,Tillewei,8842LD,48,,,Wjelsryp,Niet gevonden
140200000172767,Tillewei,8842LD,32,,,Wjelsryp,Niet gevonden
140200000175913,Gibbeflecht,9022AG,5,,,Mantgum,Niet gevonden
140200000170879,Gibbeflecht,9022AG,31,,,Mantgum,Niet gevonden
140200000170873,Gibbeflecht,9022AG,33,,,Mantgum,Niet gevonden
140200000177747,Westerein,8842LA,5,,,Wjelsryp,Niet gevonden
140200000177749,Westerein,8842LB,6,,,Wjelsryp,Niet gevonden
140200000177751,Westerein,8842LA,7,,,Wjelsryp,Niet gevonden
140200000180677,Westerein,8842LA,9,,,Wjelsryp,Niet gevonden
140200000170903,Gibbeflecht,9022AG,35,,,Mantgum,Niet gevonden
140200000170907,Gibbeflecht,9022AH,37,,,Mantgum,Niet gevonden
140200000170719,Westerein,8842LA,11,,,Wjelsryp,Niet gevonden
140200000174371,Westerein,8842LB,12,,,Wjelsryp,Niet gevonden
