BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
273200000014655,Beulekampersteeg,3882LJ,45,B,,Putten,Niet gevonden
273200000006008,Wildforsterweg,3881NH,17,,183,Putten,Niet gevonden
273200000006132,Wildforsterweg,3881NH,17,,53,Putten,Niet gevonden
273200000020787,Gervenhof,3882AT,4,,,Putten,0273200000022508
273200000010100,Poolseweg,3881RC,27,,125,Putten,Niet gevonden
273200000010220,Poolseweg,3881RC,27,,7,Putten,Niet gevonden
273200000010182,Poolseweg,3881RC,27,,49,Putten,Niet gevonden
