BAGNUMIDENTIFICATIE,B_NUMMERAANDUIDING,OPENBARERUIMTENAAM,B_OPENBARERUIMTE,POSTCODE,B_POSTCODE,HUISNUMMER,B_HUISNUMMER,HUISLETTER,B_HUISLETTER,HUISNUMMERTOEVOEGING,B_HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,B_WOONPLAATSNAAM,x,y
308200000013011,308200000013011,Bremstraat,Laanstraat,3742RG,3743BH,105,78,,,,,Baarn,Baarn,588420.0799814368,6838585.618949564
308200000012278,308200000012278,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G4,G7,Baarn,Baarn,589268.7794113781,6837225.0621431675
308200000012282,308200000012282,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G8,G3,Baarn,Baarn,589283.4167765441,6837239.774433204
308200000012283,308200000012283,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G9,G2,Baarn,Baarn,589286.6695315847,6837243.043831005
308200000012275,308200000012275,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G1,G10,Baarn,Baarn,589257.3948308129,6837213.619250929
308200000012284,308200000012284,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G10,G1,Baarn,Baarn,589288.2938136773,6837246.311127238
308200000012277,308200000012277,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G3,G8,Baarn,Baarn,589265.5266707892,6837221.792745382
308200000012280,308200000012280,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G6,G5,Baarn,Baarn,589275.2849004386,6837231.600938738
308200000012276,308200000012276,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G2,G9,Baarn,Baarn,589262.2760344796,6837216.890755843
308200000012279,308200000012279,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G5,G6,Baarn,Baarn,589272.0321545944,6837228.331540947
308200000012281,308200000012281,Wijkamplaan,Wijkamplaan,3742WR,3742WR,32,32,,,G7,G4,Baarn,Baarn,589278.5355505325,6837236.502931895
308200000014701,308200000014701,Eemnesserweg,Eemnesserweg,3741AG,3743AG,99,99,,,,,Baarn,Baarn,586968.3702495546,6839555.208560032
308200000014701,308200000014701,Eemnesserweg,Eemnesserweg,3741AG,3743AG,99,99,,,,,Baarn,Baarn,586968.3702495546,6839555.208560032
308200000014785,308200000014785,Baarnsche dijk,Baarnsche dijk,3741LR,3741LR,6,6,,,A14,A15,Baarn,Baarn,590344.5557430409,6839554.538386519
308200000014787,308200000014787,Baarnsche dijk,Baarnsche dijk,3741LR,3741LR,6,6,,,A13,A14,Baarn,Baarn,590356.0745378502,6839565.377318796
