BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
327200000294495,Rozendaallaan,3833BE,9,,,Leusden,0327200000272490
327200000293578,Waarden,3831HA,25,c,,Leusden,Niet gevonden
