BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
150200000012320,Bronsinklaan,7421ER,82,,,Deventer,Niet gevonden
150200000003770,Achter de Broederen,7411PS,16,,,Deventer,Niet gevonden
150200000014724,Gotlandstraat,7418AZ,13,T,,Deventer,Niet gevonden
150200000012385,Bruggestraat,7418GZ,13,,,Deventer,Niet gevonden
150200000012390,Bruggestraat,7418GZ,23,,,Deventer,Niet gevonden
150200010094496,Lucas van Leydenweg,,2,T,2,Deventer,Niet gevonden
150200000001497,Marsdijk,7437RX,2,T,,Bathmen,Niet gevonden
150200000021721,Hofstraat,7411PD,14,,,Deventer,Niet gevonden
150200000030285,Munsterstraat,7418EV,2,T,,Deventer,Niet gevonden
150200000018044,Grote Overstraat,7411JA,37,,,Deventer,Niet gevonden
150200000050387,Bruggestraat,7418GZ,17,A,,Deventer,Niet gevonden
150200000042106,Zwolseweg,7414KE,429,,,Deventer,0150200000049729
150200000034353,Smedenstraat,7411RJ,323,,,Deventer,0150200000051071
150200000033595,Smedenstraat,7411RA,135,,,Deventer,0150200000051054
150200000034354,Smedenstraat,7411RJ,325,,,Deventer,0150200000051072
150200000034389,Smedenstraat,7411RK,425,,,Deventer,0150200000051102
150200000034355,Smedenstraat,7411RJ,327,,,Deventer,0150200000051073
150200000034357,Smedenstraat,7411RJ,331,,,Deventer,0150200000051121
150200000034359,Smedenstraat,7411RJ,335,,,Deventer,0150200000051075
150200000034363,Smedenstraat,7411RJ,343,,,Deventer,0150200000051077
150200000034364,Smedenstraat,7411RJ,345,,,Deventer,0150200000051078
150200000034365,Smedenstraat,7411RJ,347,,,Deventer,0150200000051079
150200000034366,Smedenstraat,7411RJ,349,,,Deventer,0150200000051080
150200000034367,Smedenstraat,7411RJ,351,,,Deventer,0150200000051081
150200000034368,Smedenstraat,7411RJ,353,,,Deventer,0150200000051082
150200000034394,Smedenstraat,7411RK,435,,,Deventer,0150200000051105
150200000034369,Smedenstraat,7411RJ,355,,,Deventer,0150200000051083
150200000012572,Het Laar,7414BJ,1,F,405,Deventer,0150200000050988
150200000034398,Smedenstraat,7411RK,443,,,Deventer,0150200000051107
