BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1883200000036670,Parkweg,6121HV,1,A,,Born,Niet gevonden
935200000096616,Gebroeders Hermansstraat,6221XK,11,,,Maastricht,Niet gevonden
935200000096615,Gebroeders Hermansstraat,6221XK,13,,,Maastricht,Niet gevonden
935200000096696,Hubert van Doornelaan,6229VK,48,,,Maastricht,0935200000072404
935200000096697,Rudolf Dieselstraat,6229VK,13,,,Maastricht,Niet gevonden
935200000096959,De Leim,6227CT,3,,,Maastricht,0935200000063059
