BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
796200000380381,Karel de Vijfdestraat,5216AP,28,,,'s-Hertogenbosch,Niet gevonden
796200000423268,Het Zuiderkruis,5215MV,33,,,'s-Hertogenbosch,Niet gevonden
796200000281658,Van Veldekekade,5216KS,5,,,'s-Hertogenbosch,Niet gevonden
796200000302210,Victorialaan,5213JG,15,,,'s-Hertogenbosch,Niet gevonden
796200000407899,Westeind,5245NL,4,,,Rosmalen,0796200000407898
796200000379944,Torenstraat,5211KK,5,,,'s-Hertogenbosch,Niet gevonden
796200000298831,Stationsplein,5241GN,3,G,,Rosmalen,0796200001017899
796200000410063,Speldenmakerstraat,5232BH,3,A,,'s-Hertogenbosch,0796200001020115
796200000283275,Utopialaan,5232CD,25,,,'s-Hertogenbosch,0796200001012303
796200000302210,Victorialaan,5213JG,15,,,'s-Hertogenbosch,Niet gevonden
796200000297416,Pioenroosstraat,5241AB,26,,,Rosmalen,Niet gevonden
796200000313539,Rompertcentrum,5233RG,7,,,'s-Hertogenbosch,Niet gevonden
796200000421860,Reitscheweg,5232BX,1,,,'s-Hertogenbosch,Niet gevonden
796200000413239,Pettelaarpark,5216PP,60,,,'s-Hertogenbosch,0796200001016777
796200000415392,Vughterweg,5211CK,47,D,,'s-Hertogenbosch,0796200001006944
796200000333074,Bruistensingel,5232AD,242,,,'s-Hertogenbosch,Niet gevonden
796200000420836,Rompertpassage,5233AN,18,,,'s-Hertogenbosch,Niet gevonden
796200000333160,Bruistensingel,5232AJ,600,,,'s-Hertogenbosch,0796200001012106
796200000435322,Ploegweg,5232BR,11,,,'s-Hertogenbosch,0796200000427631
796200000322843,Van Grobbendoncklaan,5213AV,65,,,'s-Hertogenbosch,0796200001006383
796200000327515,Zuid Willemsvaart,5211SB,21,,,'s-Hertogenbosch,Niet gevonden
796200000297418,Pioenroosstraat,5241AB,30,,,Rosmalen,Niet gevonden
796200000405737,Karekiet,5221HA,15,A,,'s-Hertogenbosch,Niet gevonden
796200000421860,Reitscheweg,5232BX,1,,,'s-Hertogenbosch,Niet gevonden
796200000351795,Rompertpassage,5233AP,23,,,'s-Hertogenbosch,Niet gevonden
796200000317019,Hugo de Grootlaan,5223LC,24,,,'s-Hertogenbosch,Niet gevonden
796200000415872,Kasteleinenkampweg,5222AX,9,N,,'s-Hertogenbosch,Niet gevonden
796200000322851,Van Grobbendoncklaan,5213AV,111,,,'s-Hertogenbosch,0796200001006399
796200000367288,Havenstraat,5211WC,7,,,'s-Hertogenbosch,Niet gevonden
796200000322846,Van Grobbendoncklaan,5213AV,81,,,'s-Hertogenbosch,0796200001006389
796200000427562,Rompertpassage,5233AP,41,,,'s-Hertogenbosch,Niet gevonden
796200000302215,Victorialaan,5213JG,15,F,,'s-Hertogenbosch,Niet gevonden
796200000302229,Victorialaan,5213JG,3,,,'s-Hertogenbosch,Niet gevonden
796200000410737,Lokerenpassage,5235KS,128,,,'s-Hertogenbosch,Niet gevonden
796200000379294,Parallelweg,5223AL,21,,,'s-Hertogenbosch,Niet gevonden
796200000312033,Stadionlaan,5213JJ,81,,,'s-Hertogenbosch,Niet gevonden
796200000367096,Hinthamerstraat,5211MP,44,,,'s-Hertogenbosch,0796200000348023
796200000410741,Lokerenpassage,5235KS,134,,,'s-Hertogenbosch,Niet gevonden
796200000369912,Vughterstraat,5211GG,305,,,'s-Hertogenbosch,Niet gevonden
796200000304421,Europalaan,5232BC,24,F,,'s-Hertogenbosch,0796200001020922
796200000317145,Balkweg,5232BT,35,,,'s-Hertogenbosch,Niet gevonden
796200000379294,Parallelweg,5223AL,21,,,'s-Hertogenbosch,Niet gevonden
796200000355921,Hofkesweg,5249JW,8,E,,Rosmalen,Niet gevonden
796200000385729,Stationsweg,5211TW,14,A,,'s-Hertogenbosch,Niet gevonden
796200000348059,Karrenstraat,5211EH,6,,,'s-Hertogenbosch,Niet gevonden
796200000328187,Vughterstraat,5211EX,55,C,,'s-Hertogenbosch,0796200001018981
796200000304416,Europalaan,5232BC,24,,,'s-Hertogenbosch,0796200001020912
796200000361607,Hofstad,5211RD,9,A,,'s-Hertogenbosch,Niet gevonden
796200000302210,Victorialaan,5213JG,15,,,'s-Hertogenbosch,Niet gevonden
796200000415392,Vughterweg,5211CK,47,D,,'s-Hertogenbosch,0796200001006944
796200000425760,Rietveldenweg,5222AS,86,,,'s-Hertogenbosch,Niet gevonden
796200000329335,Kievitsven,5249JK,58,A,,Rosmalen,0796200001012962
796200000282417,Leeghwaterlaan,5223BA,15,,,'s-Hertogenbosch,Niet gevonden
796200000321832,Korte Putstraat,5211KP,6,,,'s-Hertogenbosch,Niet gevonden
796200000322843,Van Grobbendoncklaan,5213AV,65,,,'s-Hertogenbosch,0796200001006383
796200000367288,Havenstraat,5211WC,7,,,'s-Hertogenbosch,Niet gevonden
796200000333117,Bruistensingel,5232AG,420,,,'s-Hertogenbosch,0796200001012043
796200000302210,Victorialaan,5213JG,15,,,'s-Hertogenbosch,Niet gevonden
796200000379294,Parallelweg,5223AL,21,,,'s-Hertogenbosch,Niet gevonden
796200000322843,Van Grobbendoncklaan,5213AV,65,,,'s-Hertogenbosch,0796200001006383
796200000334103,Buitenhaven,5211TP,26,,,'s-Hertogenbosch,Niet gevonden
796200000388962,Rompertpassage,5233AR,56,,,'s-Hertogenbosch,Niet gevonden
796200000421861,Reitscheweg,5232BX,3,,,'s-Hertogenbosch,Niet gevonden
796200000341471,Achtste Donk,5233PC,32,A,,'s-Hertogenbosch,Niet gevonden
796200000421171,Magistratenlaan,5223MA,156,,,'s-Hertogenbosch,0796200001008687
796200000336421,Mgr. Van Roosmalenplein,5213GC,7,E,,'s-Hertogenbosch,Niet gevonden
796200000333015,Bruistensingel,5232AC,126,,,'s-Hertogenbosch,Niet gevonden
