BAGNUMIDENTIFICATIE,OPENBARERUIMTENAAM,POSTCODE,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,WOONPLAATSNAAM,NUMJUIST
1509200000249048,Ettensestraat,7061AA,27,,,Terborg,01509200000250607
1509200000249048,Ettensestraat,7061AA,27,,,Terborg,01509200000250607
1509200000249048,Ettensestraat,7061AA,27,,,Terborg,01509200000250607
1509200000249053,Molenweg,7084AX,1,,,Breedenbroek,01509200000250611
1509200000249048,Ettensestraat,7061AA,27,,,Terborg,01509200000250607
1509200000249053,Molenweg,7084AX,1,,,Breedenbroek,01509200000250611
1509200000249043,Bongersstraat,7071DV,55,,,Ulft,01509200000250609
